photo_id,owner_id,album_id,post_id,post_url,image_url,related_photo_urls,hashtags,date_human,lat,long,poi_lat,poi_lon,distance_meters,poi_name,user_id,user_gender,user_age,user_city,user_city_id,user_kind,post_text,annotation_text_description,annotation_location_type,annotation_photo_type,annotation_is_advertisement,annotation_city_objects,annotation_city_activities,annotation_user_intent,annotation_has_building,annotation_has_synagogue,annotation_has_feor,annotation_has_other_building,annotation_confidence,model_version,model_timestamp
457256860,-170690865,-7,,,"https://sun9-29.userapi.com/s/v1/ig2/pwRdpH_b73jwu9LCWvcn541MqnbtpHaMbaO2Pk3EaJnQuiu9MyI6Cjp8yCljVgFJ_SUjt1PLZGKuwR6HuQze-wuU.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",,,2023-04-23 14:15:27,58.007813,56.234504,58.00819896273859,56.23476395501453,45.567571879464026,synagogue,-170690865,,,,,,,"Женщина в сиреневом вечернем платье, виден верх туловища; по передней/боковой линии платья идёт ряд пуговиц; виден отражение в зеркале на фоне белых стен/панелей, интерьер помещения",indoor,portrait,False,,,"показать платье, портретная съемка, крупный план торса",False,False,False,False,0.84,gpt-5-nano,2025-11-22T11:05:57.086995+00:00
457257874,-170690865,-7,,,"https://sun9-63.userapi.com/s/v1/ig2/8vN758bgXQIE27skmgBETSG5KVHvPFrUGuJH0BFil_RexSBGWaXH9RycPBj3OJCFQvL4zlxt8ULqeFM4I5mJgi-u.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1398x1864&from=bu&cs=1398x0",,,2023-07-02 17:19:44,58.007722,56.234505,58.00819896273859,56.23476395501453,55.186284082187015,synagogue,-170690865,,,,,,,"Женщина стоит спиной к камере перед белой дверью в помещении; она надета светло-серый джемпер и белые брюки, длинные волосы свободно лежат по спине.",indoor,portrait,False,,,показать одежду,False,False,False,False,0.74,gpt-5-nano,2025-11-22T11:05:57.087014+00:00
456242995,-24545541,-7,,,"https://sun9-29.userapi.com/s/v1/if1/P5tX9pOH2NOaloVs8xsocrMf3JYoOmlXrPJ7kmHu44qJCPT2_g937AUwENg1VBOzagVhnOp0.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,960x720&from=bu&cs=960x0",,,2016-12-20 04:14:21,58.007954,56.236275,58.00819896273859,56.23476395501453,93.09140550819303,synagogue,-24545541,,,,,,,Крупный план рук с темно-фиолетовым маникюром на фоне принтов 'BEAUTY ROOM' на столешнице,indoor,interior,False,,,показать маникюр,False,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.087033+00:00
456239841,261660768,-7,,,"https://sun9-18.userapi.com/s/v1/ig1/mMl-FKzHFy0ij9I0nUxOS6o0Xf1wnjAywrW0Gjr49pgWvQWeUQYovWTguwRl2fWp47wKL_dm.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",,,2017-02-09 08:33:27,58.00794,56.235892,58.00819896273859,56.23476395501453,72.42477485907304,synagogue,261660768,,,,,,,Женщина в белом пуховике с меховой отделкой делает селфи в магазине; справа на витрине выкладаны разноцветные вязаные шапки.,indoor,selfie,False,"зеркало, вешалки, витрина, одежда, полки","шоппинг, примерка",показать одежду,False,False,False,False,0.72,gpt-5-nano,2025-11-22T11:05:57.087051+00:00
457256512,-170690865,-7,,,"https://sun9-77.userapi.com/s/v1/ig2/5rc3CD_UIWZO6zohKII5TK3x5G_g4y2uRbDQOrbYfy4STCTydUSJ5lgks3FHgbMdcEFvoOarSOdkmpYKtkcxNkQF.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",,,2023-04-05 16:10:10,58.007806,56.234399,58.00819896273859,56.23476395501453,48.698462152861765,synagogue,-170690865,,,,,,,"Женщина в светло-голубом пиджаке поверх черного платья позирует внутри белой комнаты, держит светло-голубой телефон/чехол в руках",indoor,portrait,False,,,показать одежду: светло-голубой пиджак и черное платье; портретная композиция,False,False,False,False,0.82,gpt-5-nano,2025-11-22T11:05:57.087071+00:00
457314906,-43730800,301537621,,,"https://sun9-82.userapi.com/s/v1/ig2/c45GrzeXETUHIJDcpS31gcWEDz5VebnQb_ItjCcBewwJL41NraP_fz-5bDEiq1SOzDNr05fyzleWnRvwPlJWgAHz.jpg?quality=95&as=32x34,48x51,72x77,108x115,160x170,240x255,360x383,480x511,540x574,640x681,720x766,1080x1149,1280x1361,1440x1532,2407x2560&from=bu&cs=2407x0",,,2024-12-18 11:41:58,58.0078,56.236011,58.00819896273859,56.23476395501453,85.8203422920039,synagogue,-43730800,,,,,,Продано,Серое меховое пальто на вешалке на фоне деревянной ширмы в помещении магазина,indoor,product,True,"вешалка, пальто, перегородка, ткань",,показать одежду,False,False,False,False,0.72,gpt-5-nano,2025-11-22T11:05:57.087090+00:00
457253181,-170690865,-7,,,"https://sun9-70.userapi.com/s/v1/ig2/Z4OZFyAh0KW3T_nPRYzYnx66djyHjdmcNTUF61UCvqGWecfBPhLXoPPjDE7rQMRzcky5m8J6KqBzddIqhmJmCI2w.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2022-08-26 12:28:51,58.007918,56.2342,58.00819896273859,56.23476395501453,45.605044690392624,synagogue,-170690865,,,,,,,"Женщина в черном жакете и белой майке позирует перед светлой стеной, носит солнцезащитные очки, волосы распущены",indoor,portrait,False,,,показать одежду,False,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.087109+00:00
457242770,31313732,-7,,,"https://sun9-17.userapi.com/s/v1/ig2/0x_eVXth7sgKhwR6H1UusonLiV7tKCC9evOIO12y2stWyWHyX8vceMxbRQu3IkWRvkmrKPToa5JVZ3ZHM-Muko6t.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2023-05-01 12:25:06,58.007504,56.255585,58.00763133477656,56.255145877976155,29.490811130874935,or avner habad community center,31313732,,,,,,"1 мая,  +16","Красное кирпичное здание с белыми декоративными элементами на улице; рядом деревья, тротуар и дорожная часть видны слева",outdoor,building,False,"тротуар, дорога, фасад здания, деревья, бордюр",,показать здание,True,False,False,False,0.86,gpt-5-nano,2025-11-22T11:05:57.087129+00:00
457257416,-170690865,-7,,,"https://sun9-85.userapi.com/s/v1/ig2/8UfHVWlK61mCFFMC9ibBjEVAR_grcQRfBFC59qnaPOHsMtnLLFEzRwWuit-TewgQmWCEPkN2zGuS8OrhoAD0tJfL.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1398x1864&from=bu&cs=1398x0",,,2023-05-30 15:35:17,58.007722,56.234505,58.00819896273859,56.23476395501453,55.186284082187015,synagogue,-170690865,,,,,,,"Женщина стоит в помещении перед белой стеной; слева растение в горшке и небольшой столик, на ней ярко-жёлтая футболка с принтом и широкие чёрные брюки, позирует с одной рукой на талии",indoor,portrait,False,"растение, горшок, столик, стена, пол",позирование,показать одежду,False,False,False,False,0.79,gpt-5-nano,2025-11-22T11:05:57.087148+00:00
457255422,-170690865,-7,,,"https://sun9-17.userapi.com/s/v1/ig2/Z-6MH_NIfUaH0hwibWPM2CldIOQ6CtYfI-m0xxKViN-ts8lzPoskgiRCsUOxPyvr2rWxe_aRE5SiuLuyoVXEHTH6.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2023-01-20 13:28:30,58.00782,56.23461,58.00819896273859,56.23476395501453,43.10373252508328,synagogue,-170690865,,,,,,,"Женщина позирует в помещении: бежевый свободный верха́ и плисированная мини-юбка, длинные бежевые сапоги; держит телефон перед лицом, делая селфи. На фоне белые стены и светлый пол, слева окно.",indoor,selfie,False,"окно, пол, стена, человек, телефон",,показать одежду,False,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.087169+00:00
457309262,360619746,-7,264590.0,https://vk.com/wall360619746_264590,"https://sun9-82.userapi.com/s/v1/if1/J4kkwIm63qWBVT8WyRnL_THdoKwJFgj-2IqN5pEc-Ek9NjlPgb0J5gEqj3ZKA34JMKSBQ4aP.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480&from=bu&cs=640x0",,,2019-09-09 15:37:23,58.007645,56.234029,58.00819896273859,56.23476395501453,75.29235009956211,synagogue,360619746,,,,,,,"Мужчина крупным планом в помещении, на фоне дивана с подушками, лампа и столик",indoor,selfie,False,"диван, подушки, лампа, столик, одежда",,сделать селфи,False,False,False,False,0.72,gpt-5-nano,2025-11-22T11:05:57.087189+00:00
457242859,-194619161,-7,,,"https://sun9-57.userapi.com/s/v1/ig2/3nl3NYHMQuZHMlPYDpsBpv3Pmgcto-X0P4zmI8opgbzaQx1LnZ_39MXWal4g1-bNfawBBvWBeYRJzWJchoUr6pms.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2023-04-24 09:09:06,58.007722,56.234505,58.00819896273859,56.23476395501453,55.186284082187015,synagogue,-194619161,,,,,,,"Женщина в длинном сером стеганном пальто позирует в узком внутреннем коридоре; слева кресло, на стене висит картина с бюстом и зелёной лентой",indoor,portrait,False,"кресло, стена, пол, картина/плакат, шторы",позирование перед камерой,показать верхнюю одежду,True,False,False,False,0.79,gpt-5-nano,2025-11-22T11:05:57.087211+00:00
405561359,261660768,-7,,,"https://sun9-47.userapi.com/s/v1/ig1/wUY8gNlfWFnb-glKoUPw5MP5e-FI5xu0gG3fm22yhJXI4hcNqUgD7YI8UL0Q-ZrekYoBFgRW.jpg?quality=96&as=32x40,48x60,72x90,108x135,160x200,240x300,360x451,480x601,540x676,640x801,720x901,767x960&from=bu&cs=767x0",,,2016-03-14 12:18:31,58.007842,56.235614,58.00819896273859,56.23476395501453,63.899980326269336,synagogue,261660768,,,,,,,"Женщина делает селфи в магазине одежды, примеряя черную стеганую куртку; на заднем плане видны яркие пальто на витрине.",indoor,selfie,False,"зеркало, вешалки, куртки, пальто, пол",примерка одежды,показать одежду,True,False,False,False,0.76,gpt-5-nano,2025-11-22T11:05:57.087230+00:00
314034339,210620929,-7,64.0,https://vk.com/wall210620929_64,"https://sun9-87.userapi.com/s/v1/ig2/Ke0_1nljSiyBYhrLmXneFEL5oPR_AFyKPOY9L7KP55j9SvTMoZGV8ba7rvctGSsq-Xd1aR8hXyAHWBsVf5L1CQ3R.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1536x2048&from=bu&cs=1536x0","https://sun9-14.userapi.com/s/v1/ig1/cLqMkvl6aqYDWPAJ7AkvRa82ITqEa3H9L_ZSToBAW1XSIigjH0B8ySOSr7MeylcVJ81RGRW0.jpg?quality=96&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280&from=bu&cs=720x0;https://sun9-52.userapi.com/s/v1/if1/UylKu-1V3Ih5_qQojqOfXf_KmNPofXL0WoB0PGcbYhssxU_R_v9-Kd3LHC_kg-Z4soNrBNqY.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2048x1536&from=bu&cs=2048x0",,2013-11-10 15:13:54,58.007786,56.2358,58.00819896273859,56.23476395501453,76.37940821476096,synagogue,210620929,,,,,,,"Полосатый свитшот с горизонтальными полосами розового, белого, зелёного и оранжевого цветов висит на вешалке в магазине; снизу видны пары обуви на полке",indoor,product,False,"вешалка, полка, обувь",,показать товар,False,False,False,False,0.74,gpt-5-nano,2025-11-22T11:05:57.087250+00:00
457274471,-7165191,255926010,,,"https://sun9-35.userapi.com/s/v1/ig2/n8btrc7PJ_9UfwmN13vhtL3x148TO0MqkLrjdsDJVX0p9dtCMuEUQcEgtTqAJxp3ydpEUD8STe76Arhawe_xX73p.jpg?quality=96&as=32x40,48x60,72x90,108x136,160x201,240x301,360x452,480x602,540x678,640x803,720x904,1080x1355,1280x1606,1294x1624&from=bu&cs=1294x0",,,2021-08-06 08:48:23,58.007821,56.235469,58.00819896273859,56.23476395501453,59.088672109815,synagogue,301828947,,,,,,"Жакет
Цена 1999р
Размер 44",Модель в бежевом жакете позирует на улице перед светло-голубой стеной и колонной,outdoor,portrait,True,"стена здания, колонна, тротуар",,показать жакет,True,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.087268+00:00
457242032,-76634753,-7,,,"https://sun9-56.userapi.com/s/v1/ig2/mYXqG_rdMUobLxSX5z1_SZC7lso8edcwUw3vW4qUmUb79pTLBQlOrPr_oOYasTajBVCOA-v-g5u7hbY3W6B3oMzr.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",,,2021-06-03 09:29:07,58.007552,56.255294,58.00763133477656,56.255145877976155,12.408327623699693,or avner habad community center,-76634753,,,,,,,"Две девушки за столом в помещении занимаются живописью; перед ними яркие холсты и палитры с красками, кисти; на столе чашки, тарелка с закусками; в углу гитара; окно и радиатор на фоне.",indoor,interior,False,"стол, кисти, краски, палитры, холсты, чашки/стаканы, тарелка с закусками, гитара, окно, радиатор",рисование,показать процесс рисования двумя девушками за столом,False,False,False,False,0.84,gpt-5-nano,2025-11-22T11:05:57.087288+00:00
457254926,-170690865,-7,,,"https://sun9-39.userapi.com/s/v1/ig2/UdweUGvjqd51k8ReH6xC8jDwv-nSyqBdi1Sehqxba1NzjbilMJka_td9jZuKdhMqT2J4WfqLCpREAbVlONsaAHVw.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2022-12-15 14:22:53,58.007904,56.234504,58.00819896273859,56.23476395501453,36.19748746981516,synagogue,-170690865,,,,,,,Женщина в черном вечернем платье без бретелей держит бокал шампанского и позирует перед светлой стеной.,indoor,portrait,False,,,показать одежду,False,False,False,False,0.82,gpt-5-nano,2025-11-22T11:05:57.087306+00:00
435898427,285443753,-7,,,"https://sun9-49.userapi.com/s/v1/ig1/35XJ-B0w67nradVQpdQ2uQZA8ztw2agC-YT3QOyIx4MgfBKNanWAO-i7OdbotM3XK7LOU0e7.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,959x959&from=bu&cs=959x0",,,2016-10-11 13:05:38,58.00831,56.23445,58.00819896273859,56.23476395501453,22.23780595376135,synagogue,285443753,,,,,,,"Белый детский комбинезон-боди с капюшоном, разложен на белом фоне. Видны рисунки и текст на ткани, присутствует водяной знак Mama_show_room.",indoor,product,False,,,показать одежду,False,False,False,False,0.72,gpt-5-nano,2025-11-22T11:05:57.087324+00:00
407121764,261660768,-7,,,"https://sun9-71.userapi.com/s/v1/ig2/y-MGYmwR0n2gdZQktcydr0ug0CC97BibHC2dAHWB4qUfb-aK1x4OCdv9AHKfMSI8KofUGk9O-harXO1-CUyu3dBf.jpg?quality=96&as=32x40,48x60,72x90,108x135,160x200,240x300,360x451,480x601,540x676,640x801,720x901,767x960&from=bu&cs=767x0",,,2016-03-25 03:39:57,58.007842,56.235614,58.00819896273859,56.23476395501453,63.899980326269336,synagogue,261660768,,,,,,,"Девушка в ярко красной куртке делает селфи в магазине одежды; вокруг висят куртки на вешалках, пол плиточный, видны зеркальные поверхности и прилавки.",indoor,selfie,False,"зеркало, вешалки, куртки, пол, потолок",,показать одежду,False,False,False,False,0.72,gpt-5-nano,2025-11-22T11:05:57.087344+00:00
435640499,-130907893,237983843,,,"https://sun9-70.userapi.com/s/v1/if1/vZEZuZBKCHdnLeNHarlI1wFNYNwQJB0fzuCbVQ6X23NMntv5_I5gAkv3zl7ogSQ_r1jezg.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,960x720&from=bu&cs=960x0",,,2016-10-24 21:56:52,58.007821,56.235297,58.00819896273859,56.23476395501453,52.46349254372161,synagogue,-130907893,,,,,,,"Женщина в чёрном платье поёт на сцене в помещении. Она держит микрофон; слева и справа стоят колонки, на заднем плане экран/стена, пол глянцевый.",indoor,portrait,False,"микрофон, колонки, сцена, задняя стена, световые приборы",выступление,показать певицу на сцене в помещении,True,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.087362+00:00
457255594,-170690865,-7,,,"https://sun9-16.userapi.com/s/v1/ig2/-0NdqrK_lnq2ktGEbuJla2j4sb1ShVGSQ9uG3oTbOzd5WlQX5iQVQWFGNjQs8JfyeF1AmMxCkI6oKTU194YaK8d5.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2023-02-02 14:32:41,58.007806,56.234399,58.00819896273859,56.23476395501453,48.698462152861765,synagogue,-170690865,,,,,,,Женщина в чёрном облегающем наряде стоит внутри помещения у больших окон; за стеклом видны многоэтажные здания и городская улица.,indoor,portrait,False,"здания за окном, окна, дорога, автомобили",,показать одежду,True,False,False,False,0.78,gpt-5-nano,2025-11-22T11:05:57.087379+00:00
457255658,-170690865,-7,,,"https://sun9-56.userapi.com/s/v1/ig2/4tP40GoOlUFGKmDv5TdRfwR7U0zTPXM9GCTOyjIKkffD4hjU-eWpTs_U5VKMab-rdfnRDllRyqOOrOCNKOQwRTTg.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2023-02-06 16:05:01,58.007799,56.234293,58.00819896273859,56.23476395501453,52.41830941546784,synagogue,-170690865,,,,,,,Женщина позирует в помещении: черно-белый топ с абстрактным принтом и белая мини-юбка с кнопками; слева декоративные розовые цветы.,indoor,portrait,False,"стена, цветы",,показать одежду,False,False,False,False,0.82,gpt-5-nano,2025-11-22T11:05:57.087398+00:00
457248597,-170690865,-7,,,"https://sun9-29.userapi.com/s/v1/ig2/_zjDo61i_lbNN-Ja1XGFM6FgBfQpGo5CW0hU1uENjiJsWmAkjgjAmzuNXy3PRnajzQNs2uvYbh3QR4INK3_DmNd-.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2022-05-10 11:44:19,58.007722,56.234505,58.00819896273859,56.23476395501453,55.186284082187015,synagogue,-170690865,,,,,,,"Молодая женщина в белой рубашке с открытыми плечами и черной мини-юбке стоит внутри светлой комнаты, позируя перед камерой. На ней высокие черные сапоги до колена.",indoor,portrait,False,,,показать одежду,False,False,False,False,0.83,gpt-5-nano,2025-11-22T11:05:57.087419+00:00
