image_url,annotation_text_description,annotation_user_intent,annotation_has_synagogue
"https://sun9-23.userapi.com/s/v1/ig2/Ex-Yz596PUGY_YxEx_7c4CYmtlX5jtj_LniQGmPdb8p4-f_I3SZIHtB0KJOwZhtMsifWstw9S53oZkZiQPv_izXp.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,2160x2160&from=bu&cs=2160x0",Фасад магазина с красной вывеской и гирляндой из красно-белых шариков над входной дверью,показать товар,False
"https://sun9-60.userapi.com/s/v1/ig1/J7qBTZTZkEM91QV4yxJOpEeI1oxPwxbeUCfIxatfNqAmeSGsCwVQpbILzLREYJepoME0RRv_.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1008x1344&from=bu&cs=1008x0","Уличная витрина магазина со стеклом: вывеска Петропавловский, мультяшный логотип кофе на окне, белый фасад.",показать витрину магазина,False
"https://sun9-53.userapi.com/s/v1/if2/AJZntAY7zGUDNuPV8y2gfVTgMuK8Qp10d9TKuKgWDQFkBsdSUx7s0muXEaOMkqzUW3_gBD7chljWwyOOoC0TFMw8.jpg?quality=95&as=32x27,48x40,72x61,108x91,160x135,240x202,360x303,480x404,540x454,640x538,720x606,749x630&from=bu&cs=749x0","Зимнее двухэтажное здание на улице, снег на земле и на деревьях вокруг, без людей.",показать фасад здания,False
"https://sun9-7.userapi.com/s/v1/ig2/5Pt87uZKATDjXa-tpvUDSPyI-2UOyQ6wVCHOVSxOCHjwk40h7QRyvGlyDYHAa1fnCdbGNaaAJbyuCiQ-YX-yEfSg.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0",Человек в голубом костюме с цветочным принтом стоит на тротуаре города; на заднем плане видны автомобили и фасад городского здания.,показать одежду,False
"https://sun9-35.userapi.com/s/v1/ig2/n8btrc7PJ_9UfwmN13vhtL3x148TO0MqkLrjdsDJVX0p9dtCMuEUQcEgtTqAJxp3ydpEUD8STe76Arhawe_xX73p.jpg?quality=96&as=32x40,48x60,72x90,108x136,160x201,240x301,360x452,480x602,540x678,640x803,720x904,1080x1355,1280x1606,1294x1624&from=bu&cs=1294x0",Модель в бежевом жакете позирует на улице перед светло-голубой стеной и колонной,показать жакет,False
"https://sun9-59.userapi.com/s/v1/ig2/-NfU1kYUmCvMJNdilczY8UCVGfT2PnltuOnmWGc_7CXtJLdm6csfEXl27d1wXo8UBsBZKzht4adV345J2pRYMDf2.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0","Человек в платье в горошек с белым поясом стоит на улице; разворачивает подол платья, на фоне — торговая улица с витринами и вывесками.",показать одежду,False
"https://sun9-82.userapi.com/s/v1/ig2/EDVoWV3ZVLDSynH19umXXrEUOi3lfZ-beNjymWaWKREvykaAPOAXdiwK-QUr7hzIzYZJqluokIcaZvrb9s47-MIz.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",Женщина в повседневной одежде позирует на улице; фон — проезжающие автомобили и здания.,показать стиль повседневной одежды на улице,False
"https://sun9-74.userapi.com/s/v1/ig2/7bLDUrx1VYyADdw4svtemdW0xNBr1J3Yp4y-ZGuqvwbpPqa6jhN8JmMCH3j3JaMpa1g9G5TGV8XPBVf2tkOS23Zd.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Улица рынка в городе: лавки и столики под зонтиками вдоль тротуара, красные фонари над головами; люди сидят и прогуливаются.",показать уличный рынок,False
"https://sun9-38.userapi.com/s/v1/if2/WNlbeF5BG8NNG_whK3Urr7mzvuW973hM3LuigoIjbN1th4kY5p_s3Y2qHAFiOgBAbHiLwDuSFS1MIxg7nJsjhjDe.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0","Узкая городская улица между кирпичными зданиями; над ней висят красные подвесные фонари; слева и справа красная мебель (скамейки и столики); мокрая поверхность улицы, витрины магазинов слева/справа.",показать городскую улицу с декоративной подсветкой,False
"https://sun9-21.userapi.com/s/v1/if1/KmT81Gj6NflwbFzmUtl5hExiUrOHURYLnK3ONaXWGSpKkNFeCqP5k0eLyg99UnjVURSzeL1E.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0","Два человека на улице держат большой плакат с надписью Three Days Grace, на фоне городского здания и афиш. Снег на земле.",показать баннер с рекламой концерта,False
"https://sun9-59.userapi.com/s/v1/ig2/WYB-ZZr89yYSUSHTHyziD1Ag1wxPiUqWoiA7Gkg6mTUsYMdwkPzI--58f7aP1OzBbSEDWo-bewm4QgMjo8ULGb-Q.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0","Две женщины позируют на улице на фоне жилых домов. Слева в черной глянцевой куртке и розовых лосинах, справа — в белом пуховом пальто и черных брюках. Обе смотрят в сторону камеры; на левой ноге у одной видна татуировка. Городской сценический кадр с уличным фоном.",показать одежду,False
"https://sun9-65.userapi.com/s/v1/ig2/YCnByX8ZCreLBcraA00f-RMjZYSj5PKwIrPzNMuDRavPVF_Lj6Tnzg--41zLEl_aPqhw7kuARetGz4fH9JRM-l5N.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",Женщина в длинном бежевом пуховике стоит на заснеженном тротуаре перед стеклянными окнами здания.,показать одежду,False
"https://sun9-78.userapi.com/s/v1/ig1/6VD-agvIsIbjKdU-0R6ptjAaV4FB7sVVGTr7ngZC9nFNgAf5BaTcUWlyuIzOm8vWIURACl3k.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,768x1024&from=bu&cs=768x0","Высокое здание с куполообразной верхушкой на городской улице, рядом стоят автомобили и пешеходы; на фоне небо ясно-голубое.",показать здание,False
"https://sun9-52.userapi.com/s/v1/ig2/K0ZlTSuCJndX6MCMApNgfAXQwXFDT_GQY4JRM0ixXBuqDaDF5z4s2xNvkrCGEveOvuaoMlApGOeLuvwxlnIrn8sA.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",Женщина в клетчатом пальто позирует на улице перед фасадом здания,показать одежду,False
"https://sun9-37.userapi.com/s/v1/ig2/Q8WUJ9NQSEbWW9iPuvTBdTUbxlhg7ZaTQRkrcdhn2w-TS9LCg-cXsQNtpDnndh1oFbBaTFaFShCURdYyRTmuxj-o.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Женщина в цветочном платье позирует на улице на ступенях, фоне стеклянного здания; солнечный день.",показать платье,False
"https://sun9-14.userapi.com/s/v1/if2/sz4lP8g9oXGtkX8fLbyw-JzjwnY1ZkUaDzrfPNYB3Y4ygYwHRSj4YZBPNdQEdIkfVXMM_iqJK5v7NmY5s9QRKGE3.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960&from=bu&cs=1280x0",Витрина магазина с рекламой Burberry и надписью 'ТЦ Алмаз 3 этаж' на стекле,показать витрину магазина с рекламой,False
"https://sun9-7.userapi.com/s/v1/ig2/WB7OhtBoadfL7b-mYxmGHbEukKXZABrxjO5bVZ5DSPM7ZH28Fc3536lS2jTk2QGuAEC8PiDEqWkfLVdh_DpSqG8H.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",Женщина в клетчатом длинном пальто стоит возле белой кирпичной стены; видно её отражение в стеклянной двери слева.,показать пальто и стиль,False
"https://sun9-77.userapi.com/s/v1/if2/2W0nZz8xVp2Tsl3fCIXVdqUyk-qPknFq6DF3wiJXfJ43rtj3HXGkISix9eriwSilPAQmGwxsQPoiIx0YwKwccLpW.jpg?quality=95&as=32x20,48x30,72x45,108x67,160x100,240x150,360x225,480x299,540x337,640x399,720x449,970x605&from=bu&cs=970x0",Фасад здания с колоннами на городской улице; перед ним дорога с автомобилями и деревья по краям.,показать здание в городской среде,False
"https://sun9-53.userapi.com/s/v1/ig2/V1BW7KHMCRkHigWY59BE-jE6gg3wtSiLun9TdHtFQpDHBaCaVszI_8whiJP0DWYiwqyGKAsKd1jXiV9aP_pFpDrw.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,780x1040&from=bu&cs=780x0",Женщина пожилого возраста в бирюзовой куртке стоит на тротуаре на фоне городских зданий и ясного неба,показать человека на городской улице,False
"https://sun9-35.userapi.com/s/v1/ig2/ic_QNFcYufIsd1HZnJZprRxYxxV6uHHWN8yFVZHLEndlY5lobFVs4ZTpBCdd7eF-Bj1p6Af5fq9d_AoR-qfL_mhs.jpg?quality=95&as=32x71,48x107,72x160,108x240,160x356,240x533,360x800,480x1067,540x1200,640x1422,720x1600,1080x2400,1152x2560&from=bu&cs=1152x0","Ночная улица; неоновые розово-неоновые вывески Chinatown вдоль фасада кирпичного здания, над входами висят гирлянды фонариков",показать ночной уличный квартал с неоновыми вывесками Chinatown вдоль фасада,False
"https://sun9-45.userapi.com/s/v1/ig2/cAppu2MGkdJIZzIHRo8UpynkiYi_-Tt48wHVhjUmsiMBzXtQCjlIiV4exMRMV-xiK0EsWfN6-2RFyeo0MAyTpx50.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",Женщина в розовом платье с пышными рукавами и широким поясом с золотистой пряжкой позирует перед белой рольставней; акцент — платье и силуэт.,показать платье,False
"https://sun9-38.userapi.com/s/v1/if1/lWGgkTQVgDYfhLReaJ138H1Ln65NeFZ5YALnJFCGkO7aDrWYrGo_FBI6rhkbEvB7VS_yfzM-.jpg?quality=96&as=32x21,48x31,72x47,108x70,160x104,240x156,360x234,480x312,540x351,640x416,690x449&from=bu&cs=690x0","Старая улица: слева крупное двухэтажное кирпичное здание с башнеобразной частью на углу, впереди припаркован автомобиль; по обеим сторонам улица с деревьями без листвы; вдали проходят люди.",задокументировать городскую сцену,False
"https://sun9-39.userapi.com/s/v1/ig2/ITNZHO9cr9UEXB6CLZOYhC4Zv9FoAEdMqqSXlokddDpHJQjrwDsZBIZdtgd4PqnFKjler42y0n9AVCuzgB5Q0aC4.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0","Женщина в бежевом жакете и белой водолазке позирует на улице перед стеклянной дверью, в черных брюках и бежевых туфлях; солнечный свет.",показать одежду,False
"https://sun9-29.userapi.com/s/v1/ig2/_LdygZBGNFl5X8Kp4NzpkjQ8MFoqprjy5HtGTUdfgslAHOK63g1aJIVlNa8JArM7u1hB5Gg9lpolpttbx4eW02vb.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Человек в бордово-белую полосатую длинную кофту и кожаные черные брюки на улице, частичный кадр",показать одежду,False
"https://sun9-56.userapi.com/s/v1/ig2/KsUmZl856o_ogGv_Zk76W5pUOAkjp_JvyENdgVie7x58FxbAek-J2yf7-RGKC8wpcNt3TfVbJ4FlxcrXFpzkPq1q.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",Женщина в полосатом свитере и кожаных брюках стоит на тротуаре перед стеклянным зданием,показать одежду,False
"https://sun9-43.userapi.com/s/v1/if1/ZRk7UJU4oLwk8afBpQZPlRAZO8CnAL_xkpabsmjE60iH9j-tTZKr2Vscp2CcrZIiZNKaLl7D.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,1536x1152&from=bu&cs=1536x0","Вид на городской горизонт с высоты: в кадре крыши зданий, улицы и небо; на переднем плане лежит коробка с надписью на русском.",задокументировать городской пейзаж,False
"https://sun9-42.userapi.com/s/v1/ig2/nl1q5OApRGT63JVbd3C-HxevW7h4-8rH6WmSStKiu02eyC9oET2vh6E33PCfUxQbgcibWQaD7qozegBGJpyB07A6.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",Женщина в розовом костюме с шляпой позирует на улице перед кирпичной стеной; на фоне видна неоновая вывеска и красные контейнеры.,показать одежду,False
"https://sun9-64.userapi.com/s/v1/if1/3s_8NMLN_6OA73V_nA7vg9_2c_epaUvr9FjgZUEm3tRWdihG78L-kH9qZoH_Izxz9iEq3LFc.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,960x720&from=bu&cs=960x0","Три человека на балконе с видом на городской пейзаж, делают селфи и улыбаются; на заднем плане крыши и здания.",сделать селфи,False
"https://sun9-62.userapi.com/s/v1/if2/z-MLGGGYcI_cKpAut89sLUEi4QzCP53IFvXje1am5rnFuZd7hIJ0Cm8ue4PyCfw2KXpmcrqwCIazYkIrcnLe1bWy.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,960x720&from=bu&cs=960x0",Группа людей на улице держит голубые воздушные шары на празднике; на фоне красно-белого здания,показать группу людей на празднике,False
"https://sun9-75.userapi.com/s/v1/ig2/RChErmsprQ8j-O1iCA3urnaFDpNedvXt4l0J7UJ5o2IfqxhtjT9ORIHxpech0WRxCdo5K3gH576VUGCzvNS3PIwf.jpg?quality=95&as=32x69,48x104,72x156,108x234,160x347,240x521,360x781,480x1041,540x1172,640x1388,720x1562,1080x2343,1180x2560&from=bu&cs=1180x0","Высокое современное здание с голубыми окнами на фоне неба, по бокам другие городские дома, в нижнем плане деревья и вывеска",показать здание и городскую улицу,False
"https://sun9-42.userapi.com/s/v1/if2/RMsQmkTiLEBUmByRaYVUU9MQ99BQ_Su6lzUZ6TpM3v29f97qdNX1H2S_o8JSvwM7_yMInRjlSDuhPNSSZUQeT8C1.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,960x720&from=bu&cs=960x0","Женщина сидит в автомобиле, видны окно и отражение здания на стекле.",портрет человека в автомобиле,False
"https://sun9-61.userapi.com/s/v1/if1/kU4-nU3PmmwipoKS1k0r41d5ArbTjP80QaWZJUJ0dtm57RBzWdUMyi6eqGGBE4rYt1eDGz_t.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1000x750&from=bu&cs=1000x0","Черный седан на городской улице с двумя людьми по обе стороны от автомобиля у открытых дверей, позируют на фоне многоэтажных зданий, парковки и тротуара",показать автомобиль,False
"https://sun9-61.userapi.com/s/v1/ig2/SmRC-3eipM3gPfWho5pGOvJuEEZwiGk1CuWrapyj8B24XUI_yp1r8DXPxoU9Z5NmfPxXjx3aW-cUXwMptmT1SuMd.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,900x1600&from=bu&cs=900x0","Человек в черной куртке и шапке сидит на красной металлической лестнице, рядом кирпичная стена; на фоне висят гирлянды огней.",показать портрет человека на лестнице в городской обстановке,False
"https://sun9-78.userapi.com/s/v1/if1/yRqqu3nj9R3FMRMpUv1DUzjYRL33fh5XSq76CHfVZZNnJ36XY_OpfrYImb5q3HA3ggxdXw.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960&from=bu&cs=1280x0","Синий автомобиль на улице, видна боковая часть и окно.",показать автомобиль на городской улице,False
"https://sun9-65.userapi.com/s/v1/ig1/ubJMvQo642OQOBIA_-164qORHBwzQQ4GvAzGIr-KAcsjmYADc7Zv5Ydb6B3WkgDJPmw6Sdmz.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,768x1024&from=bu&cs=768x0","Высокое многоквартирное здание с башенкой на крыше на городской улице; вокруг рядом здания, автомобили и пешеходы",задокументировать городскую сцену,False
"https://sun9-35.userapi.com/s/v1/ig2/98zNOWdezWdts5LVVY3a9ArYEzLowXslMwD5kcnxj385CNb_UcDp_YU7Csv1DaJoTvU0l-ntGjcgxBNZYarlQ9iV.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Черная компактная сумка/рюкзак в руке человека на улице, фон — тротуар и стена здания",показать сумку,False
"https://sun9-33.userapi.com/s/v1/ig2/Ysm2XVaqjZtRxWDPinz_N-6uQkaYyf-_7Q4DTwfYW1FZzWPicS6v8ygv5xx_-mn3VJjKj3pVSnPS9Z_x7SmS5FEW.jpg?quality=95&as=32x61,48x91,72x137,108x205,160x304,240x456,360x684,480x912,540x1026,640x1216,720x1368,842x1600&from=bu&cs=842x0","Женщина в розовом костюме с широкими рукавами и шляпой позирует на улице; на заднем плане вывески и красные китайские фонари, кирпичная стена и тротуар.",показать костюм/косплей на фоне городской улицы,False
"https://sun9-40.userapi.com/s/v1/if1/Aw-1ZKRhasCSzTYvLWhKdO9dCedU2pts5L8qMrdADlPzmQziIFjl7JU_pxmXqMMS7PKdqAuu.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,960x720&from=bu&cs=960x0","Белый седан припаркован на снегу ночью, слева кадра дорога, фон — городские огни и здания.",показать автомобиль на ночной городской улице,False
"https://sun9-59.userapi.com/s/v1/if1/H_fnwXUjNfG2pycm_XNbNvxT_9FudYINdGcfwywZrrnzFtQTqTGDZIM0Fqiul_Cc5S6wwQ.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x119,240x179,360x269,480x358,540x403,640x478,720x538,1080x807,1280x956&from=bu&cs=1280x0","Большой рекламный баннер на фасаде красного здания у дороги; у тротуара стоят люди, по улице движутся автомобили.",зафиксировать рекламу на фасаде здания,False
"https://sun9-43.userapi.com/s/v1/ig2/Fy7TvOYjU6u9emdVV0thn4HVpvlUGDyTRSasi6zsQLn4zgWwUmoKhI6JBKjwjLZHZBzUBfX8EkmBADEgqAJHA4yB.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Две женщины позируют у белого здания на улице: слева в белом спортивном костюме, справа в ярко‑розовом комбинезоне; они стоят у стены с окном на тротуаре.",позируют для группового портрета,False
"https://sun9-5.userapi.com/s/v1/ig2/4QUV6lRgUFF4Sqq0Hza8bbuq7Ak2wReJkvVGy5MCI10Wo78tLrkdahxo0i6FLbQGmnQi64epr-a-3Aa-LVuNXBgV.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Женщина в бежевом плаще позирует на городской улице; на заднем плане тротуар, дорога и фасады зданий",показать одежду,False
"https://sun9-9.userapi.com/s/v1/ig2/gqzwL5jtXcvmZ4vy2o3dMqIjF9Y3Rzc9rqaqCNVKDjvhvqdjSBwUfp1ViUMr0gV2xnGef_P_61Yp9bvx_hzV_1_W.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0","Женщина в черном пуховике с капюшоном стоит на заснеженной улице; рядом кирпичные стены, здания на заднем плане, над головой навес с гирляндами.",показать портрет человека на улице,False
"https://sun9-37.userapi.com/s/v1/ig2/RDFyqjUbuU6ipo7hwBvGRHj7BxAr11VKsB64Y2Qibq8dK6HXhfxN0IspKZIqUISzdZ5cExIkyGDHt35WlmFb4Tym.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0","Женщина в клетчатом пальто и белом свитере стоит на улице у стены здания, позирует перед камерой.",показать одежду,False
"https://sun9-76.userapi.com/s/v1/ig1/DK6MM3TFWMpnrQoaKyXNKkvfRx6exM0xHSL5tuPyYqeoZOGUwQB_KeMr3LA6LNAMT7DBHtUl.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1224x1632&from=bu&cs=1224x0","Девушка в черной шапке и длинной куртке стоит у перил на балконе многоквартирного дома, держа сумку, на фоне городских зданий",показать портрет человека на фоне города,False
"https://sun9-33.userapi.com/s/v1/ig1/DWHitGRdKK9o6vfFEywLM5msE8W2apY9ZrV9mr3xyGK9eFhYxodFN8oKirf18syy538LbxbO.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",Женщина и молодой мальчик улыбаются друг другу на газоне; на заднем плане видна стена здания с окном.,запечатлеть общение взрослого и ребенка на прогулке,False
