image_url,,date_human,wall_url,context,user_type,post_id,post_url,уровень восприятия,объект,категория,image,annotation_text_description_x,annotation_user_intent_x,annotation_has_feor_x,первичный сюжет,Unnamed: 9,Unnamed: 10,photo_id,owner_id,album_id,related_photo_urls,hashtags,lat,long,poi_lat,poi_lon,distance_meters,poi_name,user_id,user_gender,user_age,user_city,user_city_id,user_kind,post_text,inside_poi_area,inside_poi_building,annotation_text_description_y,annotation_location_type,annotation_photo_type,annotation_is_advertisement,annotation_city_objects,annotation_city_activities,annotation_user_intent_y,annotation_has_building,annotation_has_synagogue,annotation_has_feor_y,annotation_has_other_building,annotation_confidence,model_version,model_timestamp,level,year,poi_name_ru
"https://sun9-12.userapi.com/s/v1/if1/ScGFgtXpUyYtlYkDHfn1gOuKuPZRC2Hqb1aGqnl9gObsVhJseGWgwqrx7cFa-hBZbJ8CCtHr.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,2018-10-29 14:56:27,https://vk.com/wall-166810589,,group,,,уровень 4*. жизнь общины,феор внутри,Деятельность школы / Контент общины,,"Группа детей сидит за длинным столом внутри помещения; на столе тарелки с фруктами (груши, яблоки); женщина-ведущий/педагог наклоняется к тарелкам, помогая детям.",показать детей за столом во время еды,,,,FALSE,456239124,-166810589,-7,,,58.007517,56.255281,58.00763133,56.25514588,14.9999322,or avner habad community center,-166810589,,,,,,,TRUE,TRUE,"Группа детей сидит за длинным столом внутри помещения; на столе тарелки с фруктами (груши, яблоки); женщина-ведущий/педагог наклоняется к тарелкам, помогая детям.",indoor,interior,FALSE,,еда за столом,показать детей за столом во время еды,FALSE,FALSE,FALSE,FALSE,0.65,gpt-5-nano,2025-11-23T20:21:50.857268+00:00,уровень 4*. жизнь общины,2018,ФЕОР
"https://sun9-81.userapi.com/s/v1/ig1/TidM5jpoqd7XYPKq1RljExHaeS_1WziBSJZYv3X4Ae50Ieovh13qtJUKizZpsq8iDJvPhWj4.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",,2018-09-06 15:29:19,https://vk.com/wall-166810589,,group,,,уровень 4*. жизнь общины,феор внутри,Деятельность школы / Контент общины,,"Комната внутри: длинный белый стол, вокруг зелёные стулья; окно с вертикальными цветными жалюзи (сине-зелёные, розовый, желтый, зеленый), стены украшены графикой и полосами цветного дизайна; пол с рисунком плитки.",показать интерьер помещения с мебелью,,,,,456239089,-166810589,-7,,,58.007783,56.255003,58.00763133,56.25514588,18.84826179,or avner habad community center,-166810589,,,,,,,TRUE,TRUE,"Комната внутри: длинный белый стол, вокруг зелёные стулья; окно с вертикальными цветными жалюзи (сине-зелёные, розовый, желтый, зеленый), стены украшены графикой и полосами цветного дизайна; пол с рисунком плитки.",indoor,interior,FALSE,"стол, стулья, окно, вертикальные жалюзи, графика на стенах, пол",,показать интерьер помещения с мебелью,FALSE,FALSE,FALSE,FALSE,0.72,gpt-5-nano,2025-11-23T20:21:50.863223+00:00,уровень 4*. жизнь общины,2018,ФЕОР
"https://sun9-82.userapi.com/s/v1/if1/1LJ9XddYQsIE5KI2uWHdeYVMMUIyeQRFwVKc_CRCCC_yLU1MPcEDr1ToGqJhLg-mnvJ4uZ6P.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,2018-09-07 16:35:15,https://vk.com/wall-166810589,,group,,,уровень 4*. жизнь общины,феор внутри,Деятельность школы / Контент общины,,"Группа людей сидит вокруг белого стола в помещении, обсуждают документы; на окнах яркие разноцветные занавески.",проведение встречи,,,,,456239093,-166810589,-7,,,58.007783,56.255003,58.00763133,56.25514588,18.84826179,or avner habad community center,-166810589,,,,,,,TRUE,TRUE,"Группа людей сидит вокруг белого стола в помещении, обсуждают документы; на окнах яркие разноцветные занавески.",indoor,group_portrait,FALSE,"стол, бумаги, стулья, окна, занавески","обсуждение документов, работа за столом",проведение встречи,FALSE,FALSE,FALSE,FALSE,0.78,gpt-5-nano,2025-11-23T20:21:50.876118+00:00,уровень 4*. жизнь общины,2018,ФЕОР
"https://sun9-15.userapi.com/s/v1/if2/hFDo42nxwxqjuqvxNVMCBYUMdKs4ZROmU4up-E6FWNXQWVpzyCYP5F8BMJjwW7YtYYNiJECK6Atevi3trrGaT3nX.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,854x640&from=bu&cs=854x0",,2019-02-10 12:07:00,https://vk.com/wall-177248733,"(Заказ микроавтобуса Пермь, край, РФ)",group,12,https://vk.com/wall-177248733_12,уровень 0. урбанистический фон,синагога снаружи,Урбанистический фон,,"Автобус на снеговой улице, вокруг собираются люди; позади видны стеклянные высотки/здания.",показать автобус на городской улице,yes,фон городской жизни,,,456239021,-177248733,-7,"https://sun9-86.userapi.com/s/v1/ig1/chCJ0Fym7-YRD0bnExq7M8tuw4gfpqousiSU_ZBDNcTp4c8ja5acIwgVGTG5X3ZI7DTiieXS.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",,58.007869,56.234319,58.00819896,56.23476396,45.09190689,synagogue,-177248733,,,,,,,TRUE,FALSE,"Автобус на снеговой улице, вокруг собираются люди; позади видны стеклянные высотки/здания.",outdoor,urban_detail,FALSE,"автобус, люди, снег, тротуар, дорога, здания",посадка пассажиров,показать автобус на городской улице,TRUE,FALSE,FALSE,TRUE,0.79,gpt-5-nano,2025-11-23T20:21:50.792094+00:00,уровень 0. урбанистический фон,2019,Синагога
"https://sun9-12.userapi.com/s/v1/ig2/fHNHtbkAdTysW5FCpwHhb81OTEvHfSBBW5dI_amXbYDzrAagA-Q0-szTT8aZEwhOA9pLgTTYSDT3XUngqNdSo__Q.jpg?quality=95&as=32x41,48x61,72x92,108x138,160x205,240x307,360x461,480x615,540x692,640x820,720x923,1080x1384,1280x1640,1440x1845,1998x2560&from=bu&cs=1998x0",,2023-05-18 18:04:21,https://vk.com/wall-184638528,,group,,,уровень 4*. жизнь общины,феор внутри,Деятельность школы / Контент общины,,"Яркие надувные трубки на улице, рядом группа людей, на заднем плане здания и палатка/навес.",показать детские развлечения на улице,,,,,457239908,-184638528,-7,,,58.007496,56.254792,58.00763133,56.25514588,25.71151049,or avner habad community center,-184638528,,,,,,,TRUE,TRUE,"Яркие надувные трубки на улице, рядом группа людей, на заднем плане здания и палатка/навес.",outdoor,urban_detail,FALSE,"надувные трубы, люди, здания, палатка",игра,показать детские развлечения на улице,TRUE,FALSE,FALSE,FALSE,0.72,gpt-5-nano,2025-11-23T20:21:50.850238+00:00,уровень 4*. жизнь общины,2023,ФЕОР
"https://sun9-78.userapi.com/s/v1/ig2/bSPZpftAiouGpgzxeYCYCQsyL6Op4vnLfL5gK3Jd9QkP_l6rJUOlths4mxMPJNUQm-uWz9nG2be7COZU5wEKKjjD.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,2023-10-05 6:28:48,https://vk.com/wall-184864215,С добрым утром Красотки !,group,,,уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Человек в черном костюме стоит на ярко-красной стене с плакатами слева; на улице, рядом с красной скамейкой/подиумом и тротуарной плиткой.",показать одежду,yes,дворик / портрет,,,457277641,-184864215,-7,,,58.008198,56.234992,58.00819896,56.23476396,13.43474814,synagogue,-184864215,,,,,,,TRUE,FALSE,"Человек в черном костюме стоит на ярко-красной стене с плакатами слева; на улице, рядом с красной скамейкой/подиумом и тротуарной плиткой.",outdoor,portrait,FALSE,"тротуар, скамейка, стена, постеры",позирование,показать одежду,TRUE,FALSE,FALSE,FALSE,0.78,gpt-5-nano,2025-11-23T20:21:50.815787+00:00,уровень 1. маскировка,2023,Синагога
"https://sun9-80.userapi.com/s/v1/ig2/qRItAz9jtj-70iAJ_GRjmjTZQrry2kM3XgmIxxC-Ileh2edhkBzixN5N-Albf8QMlPzs3clDEMyGrG42zsy-6L31.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,2023-10-05 6:28:48,https://vk.com/wall-184864215,С добрым утром Красотки !,group,,,уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина сидит на красной уличной качели у кирпичной стены, на тротуаре.",сделать портрет на улице,yes,дворик / портрет,,,457277640,-184864215,-7,,,58.008198,56.234992,58.00819896,56.23476396,13.43474814,synagogue,-184864215,,,,,,,TRUE,FALSE,"Женщина сидит на красной уличной качели у кирпичной стены, на тротуаре.",outdoor,portrait,FALSE,"качели, тротуар, кирпичная стена, окно, навес",сидит на качелях,сделать портрет на улице,TRUE,FALSE,FALSE,FALSE,0.74,gpt-5-nano,2025-11-23T20:21:50.818347+00:00,уровень 1. маскировка,2023,Синагога
"https://sun9-3.userapi.com/s/v1/ig2/abJHbHqZ1mQnmj0sZgqVLE24MUU6GRJpBXABTW5dJecdZplQBU_7Iq2bjkmOQMoeNKVwzFRFkIa1QwqUH1zstBTV.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0",,2022-10-28 12:20:27,https://vk.com/wall-184864215,,group,,,уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Уличная аллея между кирпичными домами: на мокрой после снега кирпичной мостовой стоят красные столы и скамейки. Над прогулочной зоной висят гирлянды с красными фонариками. Впереди идёт женщина в чёрном пальто; вокруг — здания и снежная подложка.,задокументировать городскую сцену,yes,дворик / портрет,,,457271236,-184864215,-7,,,58.0081,56.234887,58.00819896,56.23476396,13.1770623,synagogue,-184864215,,,,,,,TRUE,TRUE,Уличная аллея между кирпичными домами: на мокрой после снега кирпичной мостовой стоят красные столы и скамейки. Над прогулочной зоной висят гирлянды с красными фонариками. Впереди идёт женщина в чёрном пальто; вокруг — здания и снежная подложка.,outdoor,cityscape,FALSE,"тротуар, кирпичные здания, красные столы и скамейки, снег, гирлянды с красными фонариками, человек в чёрном пальто",прогулка,задокументировать городскую сцену,TRUE,FALSE,FALSE,TRUE,0.82,gpt-5-nano,2025-11-23T20:21:50.823202+00:00,уровень 1. маскировка,2022,Синагога
"https://sun9-71.userapi.com/s/v1/ig2/6znylWdL95QAsuxT5kbKDluDVBiQzYOYBU_r4P1qab1gmD_l74dMP-Q0Vmhtj8DcKUlEDTiD1aK0bYI6Y-_czUPk.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,2024-11-11 12:19:11,https://vk.com/wall-194619161,"Новая коллекция радует нас как классическими вариантами, так и оригинальными моделями 😉

 Ассортимент в ограниченных экземплярах ❤️",group,,,уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в бежевом утепленном пуховике с меховой капюшоном на зимней улице; вокруг снег, кирпичная стена, лестница и забор.",показать одежду,yes,,,,457245771,-194619161,-7,,,58.00831,56.234794,58.00819896,56.23476396,12.47300215,synagogue,-194619161,,,,,,,TRUE,TRUE,"Женщина в бежевом утепленном пуховике с меховой капюшоном на зимней улице; вокруг снег, кирпичная стена, лестница и забор.",outdoor,portrait,FALSE,"тротуар, снег, кирпичная стена, лестница, ограждение",прогулка,показать одежду,TRUE,FALSE,FALSE,FALSE,0.78,gpt-5-nano,2025-11-23T20:21:50.879282+00:00,уровень 1. маскировка,2024,Синагога
"https://sun9-9.userapi.com/s/v1/ig2/gqzwL5jtXcvmZ4vy2o3dMqIjF9Y3Rzc9rqaqCNVKDjvhvqdjSBwUfp1ViUMr0gV2xnGef_P_61Yp9bvx_hzV_1_W.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,2024-11-11 12:19:11,https://vk.com/wall-194619161,"Новая коллекция радует нас как классическими вариантами, так и оригинальными моделями 😉

 Ассортимент в ограниченных экземплярах ❤️",group,,,уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в черном пуховике с капюшоном стоит на заснеженной улице; рядом кирпичные стены, здания на заднем плане, над головой навес с гирляндами.",показать портрет человека на улице,yes,,,,457245769,-194619161,-7,,,58.008303,56.234688,58.00819896,56.23476396,12.40362817,synagogue,-194619161,,,,,,,TRUE,TRUE,"Женщина в черном пуховике с капюшоном стоит на заснеженной улице; рядом кирпичные стены, здания на заднем плане, над головой навес с гирляндами.",outdoor,portrait,FALSE,"тротуар, снег, кирпичная стена, здания на заднем плане, навес с гирляндами",,показать портрет человека на улице,TRUE,FALSE,FALSE,FALSE,0.82,gpt-5-nano,2025-11-23T20:21:50.785022+00:00,уровень 1. маскировка,2024,Синагога
