image_url,уровень восприятия,объект,категория,image,annotation_text_description,annotation_user_intent,annotation_has_feor,первичный сюжет,,
"https://sun9-8.userapi.com/s/v1/if1/XWYHsTfqTM_MCCIKqfXXW4qwqFT46lF0PvJ2WpbU2fsTYna8NSOK2ZXLoPaFkSwNLjVvmMZp.jpg?quality=96&as=32x18,48x27,72x40,108x61,160x90,240x135,360x202,480x270,540x304,640x360,720x405,1080x607,1280x720,1440x810,2560x1440&from=bu&cs=2560x0",уровень 0. урбанистический фон,синагога снаружи,Урбанистический фон,,"Городской пейзаж: ряд зданий различной высоты под голубым небом; слева и центр — многоэтажки, справа видна купольная башня.",показать городской пейзаж,yes,,,
"https://sun9-19.userapi.com/s/v1/ig2/yjHt98onzETK7_wX7Bk15qdNwW519DavF7gK4YPYHZox7JaK0m-_-fv3lfNM6EUd0YbpQiUeWC937AhOe2q4tWZW.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",уровень 0. урбанистический фон,синагога снаружи,Урбанистический фон,,"Высокое здание с куполообразной башней на улице, рядом современные здания, по тротуару движется транспорт",задокументировать городскую сцену,yes,,,
"https://sun9-74.userapi.com/s/v1/ig2/7bLDUrx1VYyADdw4svtemdW0xNBr1J3Yp4y-ZGuqvwbpPqa6jhN8JmMCH3j3JaMpa1g9G5TGV8XPBVf2tkOS23Zd.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"Улица рынка в городе: лавки и столики под зонтиками вдоль тротуара, красные фонари над головами; люди сидят и прогуливаются.",показать уличный рынок,yes,дворик / пермский чайна-таун,,
"https://sun9-38.userapi.com/s/v1/if2/WNlbeF5BG8NNG_whK3Urr7mzvuW973hM3LuigoIjbN1th4kY5p_s3Y2qHAFiOgBAbHiLwDuSFS1MIxg7nJsjhjDe.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"Узкая городская улица между кирпичными зданиями; над ней висят красные подвесные фонари; слева и справа красная мебель (скамейки и столики); мокрая поверхность улицы, витрины магазинов слева/справа.",показать городскую улицу с декоративной подсветкой,yes,дворик / пермский чайна-таун,,
"https://sun9-35.userapi.com/s/v1/ig2/ic_QNFcYufIsd1HZnJZprRxYxxV6uHHWN8yFVZHLEndlY5lobFVs4ZTpBCdd7eF-Bj1p6Af5fq9d_AoR-qfL_mhs.jpg?quality=95&as=32x71,48x107,72x160,108x240,160x356,240x533,360x800,480x1067,540x1200,640x1422,720x1600,1080x2400,1152x2560&from=bu&cs=1152x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"Ночная улица; неоновые розово-неоновые вывески Chinatown вдоль фасада кирпичного здания, над входами висят гирлянды фонариков",показать ночной уличный квартал с неоновыми вывесками Chinatown вдоль фасада,yes,дворик / пермский чайна-таун,,
"https://sun9-58.userapi.com/s/v1/ig2/4dCDw0rINUcQ40ELBvDg5FmXMxJzT73AzCrfL8y0jFf0RMcGuvlYXxOjUGQFfuOII96bQpJ_9ccG_Zr-NWoCgYd5.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"ночная дворика между кирпичными домами, гирлянды и висящие флажки, красная качельная скамья под навесом",показать декоративную уличную сцену,yes,дворик / пермский чайна-таун,,
"https://sun9-56.userapi.com/s/v1/ig2/TfnXqhSnDpBYmoJvzfb-vJF6eVv0rxwbX2E-yCrQ-UfJaSqiAUJE77b6ZtGzCUxmQ79k-02suXv1EZp6JKJgebR-.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"Красные уличные фонари над красными скамейками; снег на лавках и на земле, кирпичная стена здания с окнами на фоне.",показать декоративные уличные фонари и урбанистическую мебель на улице зимой,yes,дворик / пермский чайна-таун,,
"https://sun9-63.userapi.com/s/v1/ig2/-vcmsTFMEutguG4WTQK4nWYlv1XyjfNs6u6el4gtporKe8-7RiHWECVIk7d91xzUhbLQP-6xoRHv9jtVJ7DwG49G.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x480,480x641,540x721,640x854,720x961,1080x1441,1280x1708,1440x1922,1918x2560&from=bu&cs=1918x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"Улица-аллея с красными фонариками, лавками по бокам, мокрым каменным тротуаром с лужами и снегом; на дальнем плане стена с ярким муралом.",задокументировать городскую сцену,yes,дворик / пермский чайна-таун,,
"https://sun9-53.userapi.com/s/v1/ig2/5SeWTRKreMbI1kpNGqm7GGhg5C5i8Ya1a9Q0xnQfYl7CMe_GKOUrOfVQE2aY5PV39WL4r_yYs51a51syF-gW0BHf.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"Улица/переулок ночью, украшенный красными фонарями, на мостовой лежит снег; по бокам кирпичные здания и вывески",задокументировать городскую сцену,yes,дворик / пермский чайна-таун,,
"https://sun9-39.userapi.com/s/v1/ig2/URVQQFwtgJtIF1Pc4R1pAkxPpaPb2OPlp5x_aHw8yxCmIpSrsDycK0BoJQr6EFGcEwWfORvJcOuk8CN3mb5iqecM.jpg?quality=95&as=32x38,48x57,72x85,108x128,160x190,240x285,360x427,480x569,540x640,640x759,720x854,1080x1281,1280x1518,1349x1600&from=bu&cs=1349x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"Уличный переулок ночью, кирпичные стены и неоновая вывеска у входа заведения; вдоль стены висят лампы, прохожих нет.",показать ночной переулок с неоновыми вывесками,yes,дворик / пермский чайна-таун,,
"https://sun9-31.userapi.com/s/v1/ig2/3gqEzZ3_g3WP-Np7GbnHDU24Mx_Jnadnn4jZmTMAVyLF25uo7oGMe0v8BLL-tnhiEPvAc5vFc3_PCDBeC-hRNO97.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"Уличная торговая аллея с красными китайскими фонариками над тротуаром, лавки и прилавки слева и справа, люди ходят и сидят у магазинов, на верёвке сушатся вещи. Небо видно над крышами.",задокументировать городскую сцену,yes,дворик / пермский чайна-таун,,
"https://sun9-35.userapi.com/s/v1/if2/Wr5SMJ1BIP-eMqrI-VtvKCLm609g1h8U5cUikU2AnJP0SRmapYbWbvJRjMT3g2NnrQgmQpU1VARuMEKFtFRnW9NG.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,1600x1200&from=bu&cs=1600x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"Уличный двор ресторана/кафе ночью: кирпичные стены по бокам, висящие красные фонари и гирлянды, столики и стулья на брусчатке, вид через открытую ограду",показать вечернюю уличную кафешку,yes,дворик / пермский чайна-таун,,
"https://sun9-53.userapi.com/s/v1/ig2/l-r3zGIujnCpxxCM0e1JTrAxC4-6UOwEoNw9U59K4wqV9UEG8Vqck5bIG_Whq19U7A2pMKIHwANEZapAjnAmoSsd.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"Улица/аллея между кирпичными зданиями; вдоль улочки висят красные китайские фонари, по сторонам расставлены красные столы и табуреты, отсутствуют люди.",задокументировать городскую сцену,yes,дворик / пермский чайна-таун,,
"https://sun9-24.userapi.com/s/v1/ig2/AZe0T07Da5DFVlcOfMLROYc0Hfs2CnuLb-A1sF-bsJr6jwEUBzepGTXN_sbaK6ExEONXzhX3MgvmG3YaLgDq_yEC.jpg?quality=95&as=32x69,48x104,72x156,108x234,160x347,240x521,360x781,480x1041,540x1172,640x1388,720x1562,1080x2343,1180x2560&from=bu&cs=1180x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,одинокий ребенок стоит на улице под яркими гирляндами и красными фонарями; вокруг red-структура/прилавок и здания по краям,показать ребенка на фоне праздничной улицы,yes,дворик / пермский чайна-таун,,
"https://sun9-27.userapi.com/s/v1/ig2/5VHztNHDI90h1LarEFSb6tpO8PHLK36DkocqgcQPDpACZWj22YqSTYPILntYzMMhojZtSqwcNUy_zlMtFriFPKDQ.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920&from=bu&cs=1440x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"Улица с ярмаркой: палатки по обеим сторонам, гирлянды и лампочные фонари над тротуаром, люди ходят между столами и прилавками; здания слева и справа.",задокументировать уличную ярмарку,yes,дворик / пермский чайна-таун,,
"https://sun9-82.userapi.com/s/v1/ig2/k5PHNCC0VPIs4StGfdwA1SZqjkxGI1HM6mUxQiVvXHySK_NXgiVl6yJXja9v29TS3ncADI09rQOB0T-s-wWPFDTd.jpg?quality=95&as=32x71,48x107,72x160,108x240,160x356,240x533,360x800,480x1067,540x1200,640x1422,720x1600&from=bu&cs=720x0",уровень 1. маскировка,синагога снаружи,Визуальный аттракцион / Городская экзотика,,"ночная уличная сцена с висящими красными фонарями и гирляндами, вдоль улицы стоят здания, на земле снег",передать ночную уличную сцену с красными фонарями и гирляндами,yes,дворик / пермский чайна-таун,,
"https://sun9-73.userapi.com/s/v1/ig2/W_uZ5QMeVm702neWUVqKoGMdNBtQvNTMSau7Q7dynSNYgS5s9E5byZvN5BoozLcvd4g6Dr59r2MhoB2vzdNW6FGx.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Женщина в чёрном платье позирует у кирпичной стены с яркими неоновыми вывесками: 'CHINA' и вертикальные китайские символы; над головой висят розовые ленты.,показать человека на фоне неоновых вывесок,yes,дворик / портрет,,
"https://sun9-60.userapi.com/s/v1/ig2/WVGLPi4tsffyuq_xgn3TKnF4xPJTcODqfbeMn5NqFhk5v3IgxrKusjxHqUV0e3e-0TxZcNiHVt0E-eM76VQspWll.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x856,720x962,1080x1444,1280x1711,1440x1925,1915x2560&from=bu&cs=1915x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Улица с яркими красными фонариками и гирляндами, человек в бежевом пальто позирует в центре кадра",показать одежду,yes,,,
"https://sun9-88.userapi.com/s/v1/ig2/6eHr1_2O13Z21op98I7iXwCre-hnHxEGFRwzhEa3Wyz9Yhhii2Wu1E7BdBQ2Q1WqAvH_RHgIC8y4LwuF-33I3tPI.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,900x1600&from=bu&cs=900x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Человек в темной куртке и сине-фиолетовой шапке присел в снежном переулке у кирпичной стены; над головой висят гирлянды, на фоне — вывески и огни.",портрет на уличной зимней сцене,yes,,,
"https://sun9-18.userapi.com/s/v1/ig2/ETxU6jRA69qGAeXeEVL2G_MEDnZPzf5wM9Qrodl0_xNVE6SdXc2a2jOo2yTVNlYyII4dNOPmWyMhklFf9z8hh1qs.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Человек в розовом костюме с длинными волосами позирует на улице; рядом висят красные фонари, неоновые вывески и кирпичная стена.",показать костюм,yes,,,
"https://sun9-77.userapi.com/s/v1/ig2/0YQ92f58fPZLhn7x84hmRXC-TYszwVPQaXoBTemBiisPbNGCHmhHo4v_IigbCbqhrKas5D_R8Wcxoq5XgeHD0xu1.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Две женщины в пуховиках позируют на улице перед кирпичной стеной, с металлическим ограждением и плиточным полом под ногами.",показать одежду и стиль двух девушек,yes,,,
"https://sun9-47.userapi.com/s/v1/ig2/E3WgwHf5zUeGMdqvkYbmFjUWh2Kl_jOrJJo6rL1qBfJTzbe8N_xyCwMx9Ya081NZamEKtplMFNfMzncTy-H2G7KN.jpg?quality=95&as=32x38,48x57,72x85,108x128,160x190,240x284,360x427,480x569,540x640,640x759,720x853,1080x1280,1280x1517,1350x1600&from=bu&cs=1350x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Девушка в розовом пальто и шляпе позирует у кирпичной стены с окном на улице,показать одежду и образ человека на улице,yes,,,
"https://sun9-6.userapi.com/s/v1/ig2/bhxjNj31VtsufatEmja-prEBC1WrAmAf6uFmbsYA-AgsTmDksAVC7tvZJYxmJ3_CkqZWM4btxQmRvtRNHDFzEB7y.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920&from=bu&cs=1440x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Силуэт человека в куртке стоит спиной к камере на улице ночью, возле входа и ограждения; на заднем плане висят красные фонари и огни, слева видны здания с окнами.",задокументировать городскую сцену,yes,,,
"https://sun9-76.userapi.com/s/v1/ig2/tkSLEJCiTCrEJQWrePckw82SAWwI3kJ46jHRtOIQEnnmk6-aZQEfoFjpn4JvFO_8fkSTguOMNJDdAFaQDHB_WzEz.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920&from=bu&cs=1440x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Маленькая девочка в розовой одежде стоит на каменной улице у уличного рынка: вокруг видны киоски с красными стойками, навесы и гирлянды, на заднем плане люди за столиками.",сделать портрет ребенка на улице,yes,,,
"https://sun9-79.userapi.com/s/v1/ig2/ooFBAzxuydfP28P9sAYtrwOznUpd-KnG9L9jxGBipeNQJC1jVaBR9KVNpBTJ-AUoMs6o6p1t3WaKLtLlEZJVPcSl.jpg?quality=95&as=32x50,48x75,72x112,108x168,160x249,240x373,360x559,480x746,540x839,640x994,720x1118,1030x1600&from=bu&cs=1030x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Женщина в зимнем пальто и шапке сидит на снегу на улице возле гирлянд.,показать портрет женщины на зимней улице,yes,,,
"https://sun9-60.userapi.com/s/v1/ig2/LWKJbk0XBZoJUz0ooe68JJncWEcvxWhEvFi_iIGKMSzrj7mpTvFavIM52mHsaKYrXbbcnULYs1uazM1mCRdV_s1Q.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Девушка в розовом пальто и военной кепке позирует у кирпичной стены на улице.,показать костюм/одежду,yes,,,
"https://sun9-71.userapi.com/s/v1/ig2/6znylWdL95QAsuxT5kbKDluDVBiQzYOYBU_r4P1qab1gmD_l74dMP-Q0Vmhtj8DcKUlEDTiD1aK0bYI6Y-_czUPk.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в бежевом утепленном пуховике с меховой капюшоном на зимней улице; вокруг снег, кирпичная стена, лестница и забор.",показать одежду,yes,,,
"https://sun9-59.userapi.com/s/v1/ig2/E2zTSPlJmTwajI3mXuf5sZEd5livUL8atQ5HzN7v2e9LrZBte_aL9fL8FYOAdRSd52uNmimlVBhzonimoHxYS8hC.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в тёмной толстовке и кепке сидит на красных ступенях во дворе города; вокруг висят гирлянды, видны кирпичные стены, столик и стулья; на ступенях лежит чёрная сумка.",показать одежду,yes,,,
"https://sun9-67.userapi.com/s/v1/ig2/hLqjPXPK6j9FPiulL9--hlhBz2qXt1GcWTe8HXbPbG1Q2gQ89Wo0AqubZr5jehEtaWkKP5MnqTOU9UP9nLP3nY63.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1104x1472&from=bu&cs=1104x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Двое людей (пожилая женщина и ребёнок) стоят на узкой городской улице под подвешенными красными китайскими фонарями. По сторонам — кирпичные здания и лавки, видны вывески.",показать группу людей на улице под яркими фонарями,yes,,,
"https://sun9-70.userapi.com/s/v1/ig2/J0T9KXW6i8C7Hchz0orA8pj2PkSpyrJQnMph7ESmjWqAsV9Dw0DePXgl295W4ej6YxDju8HKqXINwuS_i-d05n5W.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Женщина в розовой униформе с кепкой позирует перед белой кирпичной стеной и яркими красными неоновыми вывесками.,портрет человека в униформе на фоне неоновой вывески,yes,,,
"https://sun9-61.userapi.com/s/v1/ig2/xgx8uuuDX_-E0jZSpGybUjeqgxxfT6eNaXhfYemM8AOcS-b1_brmoNvl_rUEGrXA7xbDf1XW7irfEQ1bZtlFEP3M.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,900x1600&from=bu&cs=900x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Человек в черной куртке и шапке позирует на открытой металлической платформе с красными перилами; над головой висят гирлянды из лампочек, позади кирпичная стена, на земле снег",портретный снимок на улице,yes,,,
"https://sun9-42.userapi.com/s/v1/ig2/nl1q5OApRGT63JVbd3C-HxevW7h4-8rH6WmSStKiu02eyC9oET2vh6E33PCfUxQbgcibWQaD7qozegBGJpyB07A6.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,Женщина в розовом костюме с шляпой позирует на улице перед кирпичной стеной; на фоне видна неоновая вывеска и красные контейнеры.,показать одежду,yes,,,
"https://sun9-33.userapi.com/s/v1/ig2/Ysm2XVaqjZtRxWDPinz_N-6uQkaYyf-_7Q4DTwfYW1FZzWPicS6v8ygv5xx_-mn3VJjKj3pVSnPS9Z_x7SmS5FEW.jpg?quality=95&as=32x61,48x91,72x137,108x205,160x304,240x456,360x684,480x912,540x1026,640x1216,720x1368,842x1600&from=bu&cs=842x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в розовом костюме с широкими рукавами и шляпой позирует на улице; на заднем плане вывески и красные китайские фонари, кирпичная стена и тротуар.",показать костюм/косплей на фоне городской улицы,yes,,,
"https://sun9-9.userapi.com/s/v1/ig2/gqzwL5jtXcvmZ4vy2o3dMqIjF9Y3Rzc9rqaqCNVKDjvhvqdjSBwUfp1ViUMr0gV2xnGef_P_61Yp9bvx_hzV_1_W.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Женщина в черном пуховике с капюшоном стоит на заснеженной улице; рядом кирпичные стены, здания на заднем плане, над головой навес с гирляндами.",показать портрет человека на улице,yes,,,
"https://sun9-35.userapi.com/s/v1/ig2/DnHPPJNAaHRYZzD19DVmKJxZs6OAuJujMt-SZpmQlYcfPU_rqAUbOy26axnaV_0zG20SIzbpf0aBY2qKXZz3-fJA.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",уровень 1. маскировка,синагога снаружи,Сцена для самопрезентации,,"Девушка в розовом плаще и шляпе стоит у кирпичной стены на улице; на окне подоконник с вазой ярко-розовых цветов, ветви украшены огнями/гирляндами. У неё длинная коса, в руках перчатки.",показать одежду,yes,,,
