photo_id,owner_id,album_id,post_id,post_url,image_url,related_photo_urls,hashtags,date_human,lat,long,poi_lat,poi_lon,distance_meters,poi_name,user_id,user_gender,user_age,user_city,user_city_id,user_kind,post_text,annotation_text_description,annotation_location_type,annotation_photo_type,annotation_is_advertisement,annotation_situation_summary,annotation_city_objects,annotation_city_activities,annotation_user_intent,annotation_has_building,annotation_has_synagogue,annotation_has_feor,annotation_has_other_building,annotation_confidence,model_version,model_timestamp
426576609,8602214,-7,,,"https://sun9-12.userapi.com/s/v1/ig1/ALzucqClJHJm25r2C38WDmJDJa6iT1vc_L66Vftl98o7qo1L_t8LHO-i5Kz_swcTHUe5DMVO.jpg?quality=96&as=32x33,48x50,72x75,108x112,160x166,240x250,360x375,480x499,540x562,640x666&from=bu&cs=640x0",,,2016-08-02 08:17:38,58.008126,56.254169,58.00763133477656,56.255145877976155,79.60767089678829,or avner habad community center,8602214,,,,,,,"Молодая пара стоит на фоне деревьев, жених в темном костюме, а невеста в белом свадебном платье с букетом цветов.",outdoor,portrait,False,Молодожены позируют для свадебной фотографии в природе.,,,задокументировать свадебную церемонию,False,False,False,False,0.9,gpt-4o-mini,2025-11-20T01:20:21.091417+00:00
457241593,-67125411,-7,,,"https://sun9-30.userapi.com/s/v1/ig2/G8xPprJ3tin5pLyA6dVhYqUBOIqSJHIwacvr1mo9cmeQRz_fO1lxdwVOuf261IEvICwmQI94aXOszBfLl29nt70I.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2022-05-12 11:57:35,58.007616,56.255902,58.00763133477656,56.255145877976155,44.57712319628272,or avner habad community center,-67125411,,,,,,,Дети и взрослый занимаются игрой и подготовкой к мероприятию в помещении детского центра. На столе яркие игрушки.,indoor,interior,False,"Взрослый человек взаимодействует с детьми, один из них сидит на стуле, а остальные играют с игрушками и элементами оформления.",,,показать игровую активность детей в помещении,False,False,False,False,0.9,gpt-4o-mini,2025-11-20T01:20:27.955810+00:00
457241498,442411318,246963415,,,"https://sun9-35.userapi.com/s/v1/ig2/6I22lZLBbE3K1xh6U5FIMXxL6EDR0g2bhfSBfBOv26jfQhHlhcv54ySsOrrEkLLKQkvU-rA8A9By9Lv_SgwvK59r.jpg?quality=95&as=32x42,48x64,72x96,108x143,160x212,240x319,360x478,480x637,540x717,640x850,720x956,1080x1434,1280x1700,1440x1912,1928x2560&from=bu&cs=1928x0",,,2024-12-25 15:21:14,58.008513,56.234423,58.00819896273859,56.23476395501453,40.28402547163133,synagogue,442411318,,,,,,,"Фото двухъярусной кровати в комнате, рядом с окном и стулом.",indoor,interior,False,"Содержимое комнаты с двухъярусной кроватью, с подушками на матрасах и стулом.",,,задокументировать пространство,False,False,False,False,0.8,gpt-4o-mini,2025-11-20T01:20:34.891180+00:00
457239451,-220032319,-7,,,"https://sun9-68.userapi.com/s/v1/ig2/VoKYDy3p_ilCuNaT5H2_Amzaw42yd8LzbbDTGQnkkVa5NyOg1YjyYdPOKghFhxpM5Tspt3d6Kh4nsqq9BcNY0-zW.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2024-06-20 12:40:17,58.008302,56.25561,58.00763133477656,56.255145877976155,79.42890687066063,or avner habad community center,-220032319,,,,,,,"Фото интерьера помещения с белыми стенами и плиточным полом, большими окнами.",indoor,interior,False,"Показано пустое помещение с большим количеством света, в нем нет людей.",окна,,задокументировать пространство,True,False,False,False,1.0,gpt-4o-mini,2025-11-20T01:20:40.383627+00:00
457241498,-170690865,-7,,,"https://sun9-74.userapi.com/s/v1/ig2/BqKyhJuIthmCs8laL0bSwt-6oTkO0Jr1UUTnm_IsgJgKSpXShXtmHNcwuv9pYOqOm9ENfTjqptq4vUaT7ChPpEDC.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",,,2022-03-15 12:15:47,58.008219,56.234279,58.00819896273859,56.23476395501453,28.655847186004433,synagogue,-170690865,,,,,,,"Фото двухъярусной кровати в комнате, рядом с окном и стулом.",indoor,interior,False,"Содержимое комнаты с двухъярусной кроватью, с подушками на матрасах и стулом.",,,задокументировать пространство,False,False,False,False,0.8,gpt-4o-mini,2025-11-20T01:20:34.891180+00:00
456241703,-101303987,254474562,,,"https://sun9-67.userapi.com/s/v1/if1/UmQasv87L7OnwNyqNU1gxVDvQwgxAsg-u4S3ZbxAbB3cYMkFTsUEzPbQQTbLzNF9PE5nhAtP.jpg?quality=96&as=32x18,48x27,72x40,108x61,160x90,240x135,360x202,480x270,540x304,640x360,720x405,1080x607,1280x720,1440x810,2560x1440&from=bu&cs=2560x0",,,2018-07-17 14:22:18,58.007314,56.253761,58.00763133477656,56.255145877976155,88.88967884042967,or avner habad community center,25345202,,,,,,,"Группа детей сидит за столом в помещении, кушая и пьют сок.",indoor,interior,False,"Дети находятся в помещении, очевидно, на каком-то мероприятии или занятиях, где они едят и пьют сок.",,,задокументировать мероприятие с участием детей,False,False,False,False,0.8,gpt-4o-mini,2025-11-20T01:28:55.784290+00:00
457256517,-170690865,-7,,,"https://sun9-55.userapi.com/s/v1/ig2/_pOBd-GRThT9VF17svgWnUnVXb5rLDR33Kttu1ZPdP6pgj63gsFF7n5UDd4SsOun-iafcCx-Qw_0vX4SF1YTZqz7.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,720x961,1080x1442,1280x1709,1342x1792&from=bu&cs=1342x0",,,2023-04-07 18:37:34,58.007722,56.234505,58.00819896273859,56.23476395501453,55.186284082187015,synagogue,-170690865,,,,,,,"Девушка в oversized футболке и шортах стоит у окна в помещении, позируя для фотографии.",indoor,selfie,False,"Фотография сделана в помещении, девушка позирует с одной рукой на бедре и другой приподнятой.",,,показать стиль одежды и обстановку интерьера,False,False,False,False,0.8,gpt-4o-mini,2025-11-20T01:29:01.140916+00:00
456243434,51419008,96996584,,,"https://sun9-26.userapi.com/s/v1/ig1/nJxagINma9LMdqZ8xwH-_n9gmcWLKxWVeIGuh67vcDZPkZTa58c84QMrH8NG0Xk1Y_Y5fppb.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,719x960&from=bu&cs=719x0",,,2019-05-17 04:44:34,58.008955,56.235413,58.00819896273859,56.23476395501453,92.35415648753457,synagogue,51419008,,,,,,,"Человеческая рука с желтыми ногтями на переднем плане, вид из окна автомобиля, за окном дождь и городские автомобили.",outdoor,other,False,"Фотография сделана из автомобиля, показывает руку с ярким маникюром на фоне дождливой городской улицы.","автомобили, здания",,показать маникюр и атмосферу дождливого дня в городе,True,False,False,True,0.8,gpt-4o-mini,2025-11-20T01:29:12.683644+00:00
457240482,157616384,-7,,,"https://sun9-25.userapi.com/s/v1/ig2/uL12xLbznWkKNDFPRfwypPgD4fkVmi7g2gc1_ja5ft6Jnp40__KbdnKiPz0TAn1cGCM0Me_-tLmYghEYy5Ev4sHG.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",,,2022-01-11 17:50:48,58.008864,56.235757,58.00819896273859,56.23476395501453,94.29070569310528,synagogue,157616384,,,,,,,Трое людей в зимней одежде стоят рядом с рождественской елкой в помещае торгового центра с рекламными вывесками на стенах.,indoor,interior,False,Люди стоят у рождественской елки в торговом центре. На заднем плане видны рекламные постеры.,"рекламные вывески, рождественская елка",,задокументировать праздничную атмосферу в торговом центре,True,False,False,False,0.9,gpt-4o-mini,2025-11-20T01:29:22.656974+00:00
457254194,-170690865,-7,,,"https://sun9-54.userapi.com/s/v1/ig2/NqKyUP5_69f0fGwR5X-dXCSwKb0nSJA7yiJI2jQFqgWH9kLRvCSEsuhkKgquavnb7xggyd97GwTYr0mjnzH54NHw.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1344x1792&from=bu&cs=1344x0",,,2022-10-26 10:37:19,58.007813,56.234504,58.00819896273859,56.23476395501453,45.567571879464026,synagogue,-170690865,,,,,,,Молодая женщина позирует на фоне стены в свитере с узором. Она улыбается и наклонила одну ногу.,indoor,selfie,False,"На фотографии изображена девушка, которая позирует в помещении, возможно, в модном магазине или студии.",,,сделать селфи,False,False,False,False,0.8,gpt-4o-mini,2025-11-20T01:29:28.684520+00:00
457244886,-194619161,-7,,,"https://sun9-81.userapi.com/s/v1/ig2/dlpzJhxcdW7PdC9LVokzCDoNL5atDZ8t7fpYZyKtaC24IQLCZujOROIembZPTRcvPR6onBL9x3OfVAg06McUVvki.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1706,1440x1920,1627x2169&from=bu&cs=1627x0",,,2024-05-14 07:37:55,58.007323,56.235008,58.00819896273859,56.23476395501453,98.45795589393066,synagogue,-194619161,,,,,,,Женщина в бежевом платье с рюшами стоит в магазине среди одежды.,indoor,product,False,"В магазине представлена одежда, женщина позирует в платье для демонстрации.",,,показать товар,False,False,False,False,0.8,gpt-4o-mini,2025-11-20T01:31:53.550105+00:00
456247005,212470699,-7,,,"https://sun9-58.userapi.com/s/v1/ig1/KAhWwG_S9zG9R9XF9VY4uL21D4r53b_V3VBB8Dm0Gh8kGxnOluwzyH0selDSP7ZOthjUpjob.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960&from=bu&cs=720x0",,,2018-07-09 11:52:52,58.008626,56.235256,58.00819896273859,56.23476395501453,55.63263085761973,synagogue,212470699,,,,,,,Девушка в розовой футболке и джинсовой юбке стоит у стеклянной двери.,outdoor,portrait,False,"Фотография человека, сфотографированного в городской среде у входа в здание.",стеклянная дверь,,показать стиль одежды,True,False,False,True,0.8,gpt-4o-mini,2025-11-20T01:32:04.478979+00:00
457239278,-70968396,-7,,,"https://sun9-83.userapi.com/s/v1/ig2/oITASh1-TKwWWxD_ZRhYL8vrKLwnH-ybAfhI7z3bgXBhSkKH4AFnVdsFzI2nkz6MKa34IZkBRpMGi5Ybhsc6KBZQ.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",,,2021-09-04 08:24:12,58.007912,56.235297,58.00819896273859,56.23476395501453,44.76910842408243,synagogue,-70968396,,,,,,,"Изображение интерьера с художественной стеной, на которой изображены лица, выходящими из зеленых штор и столом с табуретками.",indoor,interior,False,Показан уютный интерьер с декоративной стеной и местом для сидения.,,,задокументировать пространство,False,False,False,False,0.8,gpt-4o-mini,2025-11-20T01:32:10.840239+00:00
456240160,-20826401,-7,,,"https://sun9-18.userapi.com/s/v1/ig1/X7DsNLPvgQvjjQ7SdPCzWgbnLj1AvK0ZqkwNRUdmZwg-ONIDIrUza4TOoHi98-WKLzmLkUJm.jpg?quality=96&as=32x64,48x96,72x144,108x216,160x320,240x480,360x720,480x960,540x1080,640x1280,720x1440,960x1920&from=bu&cs=960x0",,,2019-04-05 09:44:23,58.007519,56.234703,58.00819896273859,56.23476395501453,75.6936329669396,synagogue,-20826401,,,,,,-30% размеры 50-60,"Фотография демонстрирует куртку бежевого цвета, висящую на вешалке в магазине. На ней ярлыки с информацией о скидках.",indoor,product,True,Куртка выставлена на продажу. На ярлыке указана информация о скидке.,,,показать товар,False,False,False,False,0.9,gpt-4o-mini,2025-11-20T01:32:17.801907+00:00
456239323,238663528,-7,2388.0,https://vk.com/wall238663528_2388,"https://sun9-30.userapi.com/s/v1/ig2/2WHSYwpNkiEG7G0ox59IDQO8wHWoAXIBFm0RRRAHJds2I0UyDE1jPGf2pm3lkRVZfMybR4m1qqK5l2vFqg44Eb47.jpg?quality=96&as=32x39,48x58,72x87,108x131,160x194,240x291,360x436,480x581,540x654,640x775&from=bu&cs=640x0",,,2016-12-20 10:49:04,58.007919,56.235231,58.00819896273859,56.23476395501453,41.54673072073744,synagogue,238663528,,,,,,,"Объявление о свободных местах на услуги депиляции воском, ламинирования и биозавивки ресниц.",unknown,other,True,На изображении представлено объявление с указанием времени освобождения мест на услуги.,,,информировать о доступных услугах и времени записи,False,False,False,False,0.8,gpt-4o-mini,2025-11-20T01:32:24.301531+00:00
457242285,-76634753,-7,,,"https://sun9-40.userapi.com/s/v1/ig2/WColjZf6e1aTX67fY8mKZTp0mkb0rkmUQmyqHZIsqB208pUBtVD1kahgJw601a4M7NVJycamFjv2wHtBWbdP9Fyu.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x721,640x854,720x961,1080x1441,1280x1708,1388x1852&from=bu&cs=1388x0",,,2021-10-21 10:56:43,58.007616,56.255558,58.00763133477656,56.255145877976155,24.338648755051228,or avner habad community center,-76634753,,,,,,,"Группа людей сидит за длинным столом в помещении центра общины, на столе напитки и закуски; участники носят кипы.",indoor,group_portrait,False,"Участники за столом общаются, пьют напитки и перекусывают, некоторые смотрят в камеру.","длинный стол, стулья, бутылки воды, чашки, тарелки, закуски, салфетки, окна, фотографии на стене",еда и общение за столом,показать группу людей за столом во время трапезы в общинном центре,True,False,False,False,0.72,gpt-5-nano,2025-11-20T11:39:32.372226+00:00
457239983,-209485236,292621033,,,"https://sun9-7.userapi.com/s/v1/ig2/Hk1asqpRaJFbUy06l8jAGGj7Y36cXvTaAdLJGTPGNhYNFdHH0KaXutqOog2W2b3U0GqKnFE5AXrn83OqOsRkkA1t.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,,2023-01-28 08:43:38,58.007217,56.255889,58.00763133477656,56.255145877976155,63.55480674562671,or avner habad community center,-209485236,,,,,,,"Интерьерная сцена в центре Or Avner Habad Community Center: пожилая женщина в красном наряде слева, мужчина в желто-черной кофте держит бокал, вокруг гирлянды, шарики, цветы и подарки, старый телевизор на полке.",indoor,interior,False,"Два человека участвуют в празднике внутри помещения: женщина в красном наряде и мужчина с бокалом, празднование с праздничной декорацией.","телевизор, полка, гирлянды, шарики, цветы/растение, подарочные пакеты, столик",,задокументировать интерьер и мероприятие,False,False,False,False,0.72,gpt-5-nano,2025-11-20T11:39:56.411745+00:00
457242476,-96197086,-7,,,"https://sun9-61.userapi.com/s/v1/ig2/gAaYE9rJIeB2YIB63vhJf_UdPD7Yzg-7q1qwdTnaX7c4nqiTMAclCqDLS296wkBy3Ae4b-adET_WbJ-Ws9cUPct6.jpg?quality=95&as=32x33,48x49,72x73,108x110,160x163,240x245,360x367,480x489,540x550,640x652,720x734,1080x1101,1280x1304,1440x1468,2512x2560&from=bu&cs=2512x0",,,2023-06-21 16:23:00,58.009011,56.235228,58.00819896273859,56.23476395501453,94.34189338218056,synagogue,-96197086,,,,,,,"Человек в светло-голубой футболке Tommy Hilfiger стоит в помещении, кадр снят по пояс на фоне деревянной стены.",indoor,portrait,False,"Один человек в кадре, позирует в помещении, в центре кадра видна светло-голубая футболка бренда Tommy Hilfiger.",,,показать товар,False,False,False,False,0.72,gpt-5-nano,2025-11-20T11:40:21.143133+00:00
457244110,477362616,-7,,,"https://sun9-58.userapi.com/s/v1/ig2/Nl9k9-RzkLbJfQqy9_ZCqO_N1LQoxBg3BcEAI74XRNvppGGhMeRuxucx5c-5a-bJaP2kUFI3tNYFugUj0vqThgID.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1218x1624&from=bu&cs=1218x0",,,2021-03-03 15:51:37,58.008337,56.233155,58.00819896273859,56.23476395501453,96.01944510166796,synagogue,477362616,,,,,,,Пара женских туфель на каблуках с леопардовым принтом лежит на пушистом белом ковре в помещении.,indoor,product,False,"В кадре обувь лежит на ковре без людей; фокус на товаре, возможно демонстрация обуви.","туфли, ковёр, стена",,показать товар,False,False,False,False,0.72,gpt-5-nano,2025-11-20T11:40:38.507273+00:00
456241916,-101303987,254474562,,,"https://sun9-44.userapi.com/s/v1/ig1/S9bqd0K1gIBtOVu9s84Cc3ez5Zxve4MuRTaUoAt5qmGlkgSmbPvSGM3XH88IDxr4F2XMEWt6.jpg?quality=96&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,1080x1920,1215x2160&from=bu&cs=1215x0",,,2018-07-26 15:33:30,58.0073,56.253722,58.00763133477656,56.255145877976155,91.61790440141876,or avner habad community center,25345202,,,,,,,"Мальчик в оранжевой кепке держит декоративную красную надпись, позируя для кадра. Он находится внутри помещения, на фоне стены с цветными геометрическими фигурами.",indoor,portrait,False,"Ребёнок держит декоративную надпись, фон украшен цветными фигурами; снимок бытового/мероприятия внутри центра.",,,сделать портрет ребенка,False,False,False,False,0.78,gpt-5-nano,2025-11-20T11:40:57.312087+00:00
427947371,-75340719,200711249,,,"https://sun9-8.userapi.com/s/v1/ig1/fispKiCjwm207vIwPJphzQeOq6PUiqQCQQnaPzUwDiCRhTvgnExwfLpurJg5Xr5k7JiKIqsG.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,959x959&from=bu&cs=959x0",,,2016-08-17 18:35:34,58.008155,56.255451,58.00763133477656,56.255145877976155,60.94023808097338,or avner habad community center,136559321,,,,,,,Close-up рук с маникюром на поверхности с повторяющимся брендом Bond Nail; акцент на узорах и форме ногтей.,indoor,product,True,"Крупный план дизайна ногтей на двух руках, демонстрирующий геометрические узоры; руки лежат на поверхности с логотипом Bond Nail.",,,показать дизайн ногтей,False,False,False,False,0.65,gpt-5-nano,2025-11-20T13:55:06.844023+00:00
