photo_id,album_id,owner_id,user_id,date,date_human,lat,long,poi_lat,poi_lon,distance_meters,image_url,text,has_tags,post_id,poi_name,inside_poi_area,inside_poi_building,photo_key
456239105,-7,164289855,164289855,1496996356,2017-06-09 10:19:16,58.007091,56.25622,58.00763133477656,56.255145877976155,87.25895752331921,"https://sun9-35.userapi.com/s/v1/if1/TWtyveCKlgysnPAmrliVSw6USnoBoOiPfN5tPnn3r4eWSuTBvlb4jqSYlboxluqmTVxDGyCi.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1155x866&from=bu&cs=1155x0",,False,,or avner habad community center,True,False,164289855__456239105
456239103,-7,164289855,164289855,1496995379,2017-06-09 10:02:59,58.007091,56.25622,58.00763133477656,56.255145877976155,87.25895752331921,"https://sun9-21.userapi.com/s/v1/ig1/1HtZrsbRUL0dvtKaVY0vGytFFXFvEGgmm_qPmuVPWaHE3AoI3v9oEtyzNNdEplJW_ip7cC0D.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x854,720x960,866x1155&from=bu&cs=866x0",,False,,or avner habad community center,True,False,164289855__456239103
456239178,-7,30860687,30860687,1485533419,2017-01-27 17:10:19,58.00707,56.256246,58.00763133477656,56.255145877976155,89.9798546581579,"https://sun9-31.userapi.com/s/v1/ig1/c0DkdeNC_YSHmNT_bKAxqlLaKcqyLBmeWiQkc1-Cd-tkdt_VmsuMht6cNJz04Gdsct9CB6fI.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",,False,,or avner habad community center,True,False,30860687__456239178
438170400,-7,-121133864,-121133864,1477058150,2016-10-21 15:55:50,58.007042,56.256167,58.00763133477656,56.255145877976155,88.95579749920148,"https://sun9-43.userapi.com/s/v1/ig1/oM2XCFjeTm6Euq83dJbpqO1OiGU5aPwj3otDjg8Pi2x8oAZHDMW_GGWthU__8m3h1mZDtl06.jpg?quality=96&as=32x43,48x64,72x97,108x145,160x215,240x322,360x483,480x644,540x724,640x858,716x960&from=bu&cs=716x0",,False,,or avner habad community center,True,False,-121133864__438170400
438103773,-7,-114256551,-114256551,1477058120,2016-10-21 15:55:20,58.007042,56.256167,58.00763133477656,56.255145877976155,88.95579749920148,"https://sun9-43.userapi.com/s/v1/ig1/T_27xf2kXZgwJtayqZwKEfJ0I19FEBlqgYHokNoT2AGC532gG3rB9cBqD8LGcxqUG9hbBsl0.jpg?quality=96&as=32x43,48x64,72x97,108x145,160x215,240x322,360x483,480x644,540x724,640x858,716x960&from=bu&cs=716x0",,False,,or avner habad community center,True,False,-114256551__438103773
436922069,-7,-14753367,-14753367,1477058083,2016-10-21 15:54:43,58.007042,56.256167,58.00763133477656,56.255145877976155,88.95579749920148,"https://sun9-17.userapi.com/s/v1/ig1/ROxh_HW0rOC-oaj2FU7zmZ1YeVl3lPlfyRm8oSW5E_yghBMpWQ4Ib2moemr8q_FpXp3D0mJj.jpg?quality=96&as=32x43,48x64,72x97,108x145,160x215,240x322,360x483,480x644,540x724,640x858,716x960&from=bu&cs=716x0",,False,,or avner habad community center,True,False,-14753367__436922069
437501507,-7,-124019223,-124019223,1477058000,2016-10-21 15:53:20,58.007042,56.256167,58.00763133477656,56.255145877976155,88.95579749920148,"https://sun9-80.userapi.com/s/v1/ig1/TITu2gKCba_pTwFz_FRo5NDr0Nf7OO4v6Si2yxxJal2dVBdSTlvMIkbSmYT83Xtg8ugd_eCH.jpg?quality=96&as=32x43,48x64,72x97,108x145,160x215,240x322,360x483,480x644,540x724,640x858,716x960&from=bu&cs=716x0",,False,,or avner habad community center,True,False,-124019223__437501507
426439526,235375970,-58351133,-58351133,1470424202,2016-08-05 21:10:02,58.008239,56.255689,58.00763133477656,56.255145877976155,74.76197962539925,"https://sun9-82.userapi.com/s/v1/ig1/EeOdHg7Z3Mns2qWiscfz4xzeKykALU5g4ob875hcPy9oIE-Od5Shp2mc6Ec_AwWvuqEVIxX_.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x214,240x320,360x481,480x641,540x721,640x855,719x960&from=bu&cs=719x0",,False,,or avner habad community center,True,False,-58351133__426439526
418460940,-6,346857297,346857297,1466184772,2016-06-17 19:32:52,58.006993,56.256286,58.00763133477656,56.255145877976155,97.7217273760142,"https://sun9-74.userapi.com/s/v1/if1/3goxaSYQ5nyXR-_cpw2pXVKBnnF1hQ0c7dijXhKXjuFdGpch1bjk2p0IM9b2b4-dO2tiag.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x119,240x179,360x269,480x358,540x403,640x478,720x538,1080x806,1280x956,1440x1075,2048x1529&from=bu&cs=2048x0",,False,309.0,or avner habad community center,True,False,346857297__418460940
418460892,-7,346857297,346857297,1466184746,2016-06-17 19:32:26,58.006993,56.256286,58.00763133477656,56.255145877976155,97.7217273760142,"https://sun9-6.userapi.com/s/v1/if1/FQyi9tZus3HIhm-nttL8VT5DGCyj-a4qJGKJx-Gc9UbaevFde_psEPJnikyumG5b4BMMnQ.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x119,240x179,360x268,480x358,540x403,640x477,720x537,960x716&from=bu&cs=960x0",,False,308.0,or avner habad community center,True,False,346857297__418460892
412061893,200711249,-75340719,136559321,1461353608,2016-04-22 21:33:28,58.007042,56.256167,58.00763133477656,56.255145877976155,88.95579749920148,"https://sun9-79.userapi.com/s/v1/ig1/GlHItuhg_haJT45DiLrDnNP6iJYjXEB43zWezanGlCx5P39v9Cl7N502lB1XDaJPnGSLw5Ry.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",,False,,or avner habad community center,True,False,-75340719__412061893
401727195,-7,186393216,186393216,1453473886,2016-01-22 15:44:46,58.007042,56.256167,58.00763133477656,56.255145877976155,88.95579749920148,"https://sun9-74.userapi.com/s/v1/if1/Dqh9e8qK34EzIMjArriFvON0R6DzI-RgEWe3CgCc9EyMfGNB6f6_ynlV5iIOOax7rIqiDw.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,960x720&from=bu&cs=960x0",,False,,or avner habad community center,True,False,186393216__401727195
457240689,-7,-67125411,-67125411,1581692779,2020-02-14 16:06:19,58.008337,56.255279,58.00763133477656,56.255145877976155,78.85732478336331,"https://sun9-47.userapi.com/s/v1/if1/ZSxXl5BrFHj7Af953tyKZfc7JxAtgAj1w2SPeKNVaKkcUvgC3lv03hSbqBd_MVhFvwMsvdK0.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,False,,or avner habad community center,True,False,-67125411__457240689
457240687,-7,-67125411,-67125411,1581691538,2020-02-14 15:45:38,58.008337,56.255279,58.00763133477656,56.255145877976155,78.85732478336331,"https://sun9-84.userapi.com/s/v1/ig1/fEPw1BApcRxfodwJ16yce2ORbHpkFOZUz37Q4nIaEzISLcAaymZRjiQ8hch5pG-hGjFPaEna.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",,False,,or avner habad community center,True,False,-67125411__457240687
457240683,-7,-67125411,-67125411,1581691538,2020-02-14 15:45:38,58.008337,56.255279,58.00763133477656,56.255145877976155,78.85732478336331,"https://sun9-35.userapi.com/s/v1/if1/igV7FIKhlm2h-MFA2V_9NuuctKtLL2z2zUU7iZkwontNVWdoafJADBtpuuSSo31YP7Gsq95I.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,False,,or avner habad community center,True,False,-67125411__457240683
457239738,-7,-141285886,-141285886,1571415476,2019-10-18 18:17:56,58.00723,56.255413,58.00763133477656,56.255145877976155,47.31975427694137,"https://sun9-73.userapi.com/s/v1/if1/HdIcKf5kvekhL6xcvjcOuWckaz6gZUGZM-rk2wLdovjCqfOX82egG5XsYWzhPr_E4cVk7BND.jpg?quality=96&as=32x28,48x42,72x63,108x95,160x141,240x211,360x317,480x423,540x475,640x563,720x634,1080x951,1280x1127&from=bu&cs=1280x0",,False,,or avner habad community center,True,False,-141285886__457239738
457239547,-7,269714464,269714464,1571404114,2019-10-18 15:08:34,58.007007,56.256154,58.00763133477656,56.255145877976155,91.36080945742854,"https://sun9-9.userapi.com/s/v1/ig1/-bI4URR3Ydp7tMjSQ3EZXQj9qB0YkGYiXU_9a5x27MSU9cB5G7scVGsDqd99r-n15vW2-Nfn.jpg?quality=96&as=32x40,48x60,72x90,108x135,160x200,240x300,360x450,480x600,540x675,640x800,720x900,1080x1350&from=bu&cs=1080x0",,False,267.0,or avner habad community center,True,False,269714464__457239547
457243939,-6,477777501,477777501,1565381808,2019-08-09 22:16:48,58.008225,56.25565,58.00763133477656,56.255145877976155,72.38547982834638,"https://sun9-9.userapi.com/s/v1/ig1/kOzCptfq-QLHrd3Agkax0UKBWvI73H0X92D6YjK03nGr3CP7mvQ27OgA5j8wQzu1uYu4BHQM.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1536x2048&from=bu&cs=1536x0",,False,71.0,or avner habad community center,True,False,477777501__457243939
456328026,-7,-150103939,-150103939,1552023266,2019-03-08 06:34:26,58.007651,56.256602,58.00763133477656,56.255145877976155,85.8105726445924,"https://sun9-31.userapi.com/s/v1/ig2/F2tcpRt0NwU0az2ZvJkvsNVSiF8ufwTbLqEGIe2xouK6htIgPrr-L3RzAI5uEuBNeSzJfwZLe8Cbspi-bE33-NXj.jpg?quality=96&as=32x36,48x54,72x81,108x122,160x181,240x271,360x407,480x542,540x610,640x723,720x813,850x960&from=bu&cs=850x0",,False,,or avner habad community center,True,False,-150103939__456328026
457248525,185616862,34473694,34473694,1622780935,2021-06-04 06:28:55,58.00833,56.255345,58.00763133477656,56.255145877976155,78.56866275239767,"https://sun9-61.userapi.com/s/v1/ig2/_zRR3JTfMInxo6efZUmEv2dxKI_lbjW7207pmOgHP2SvQ4sV71d3qDFHXnRJdbp8362mAKJfVjj38OlU7AJ8bu2k.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1104x1472&from=bu&cs=1104x0",,False,,or avner habad community center,True,False,34473694__457248525
467243675,-7,195645992,195645992,1619167780,2021-04-23 10:49:40,58.007028,56.256127,58.00763133477656,56.255145877976155,88.55293830098186,"https://sun9-69.userapi.com/s/v1/if2/d9f95ENTGrN5ymS-Q_N4YXuTD9wov8GOxlSvI6_AM1eDDpnR3JBLxt5qUfpNHf58M2tdpEnTUPORc40nNC7Y4GP2.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x119,240x179,360x269,480x358,540x403,640x478,720x538,1080x807,1280x956,1440x1075,1600x1195&from=bu&cs=1600x0",,False,1118.0,or avner habad community center,True,False,195645992__467243675
457240337,-7,-209485236,-209485236,1679626889,2023-03-24 04:01:29,58.007112,56.256022,58.00763133477656,56.255145877976155,77.45188747241512,"https://sun9-76.userapi.com/s/v1/ig2/DaswWhccdeApYtZZXBNWec4zTR736xDX5QpXl6fcmIjiQoJ7aTeMes-r8S08hamsAekHUVp_DrV8863OW0Bw3zxB.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,False,-209485236__457240337
457240341,-7,-209485236,-209485236,1679626889,2023-03-24 04:01:29,58.007112,56.256022,58.00763133477656,56.255145877976155,77.45188747241512,"https://sun9-15.userapi.com/s/v1/ig2/MhdnBijiKyDaEKK3g22lrSnaLPt-GTlFv8hkC0wyX7NxB2ClJOYEB0VrCwfmpoByL6vpj2BGcd9tfAWuzT5-mk9j.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,False,-209485236__457240341
457240345,-7,-209485236,-209485236,1679626889,2023-03-24 04:01:29,58.007112,56.256022,58.00763133477656,56.255145877976155,77.45188747241512,"https://sun9-13.userapi.com/s/v1/ig2/lD14tnUSw7QHG3HPjT6wq50Ng-7llfxUwRciglDfRLN7JaKOwnUvWmn2LLkomWUpUTeVTbYh7efLxiJhkHo8ufaG.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,False,-209485236__457240345
457240338,-7,-209485236,-209485236,1679626889,2023-03-24 04:01:29,58.007112,56.256022,58.00763133477656,56.255145877976155,77.45188747241512,"https://sun9-40.userapi.com/s/v1/ig2/7K1NzZubww6Uznk3ENmdZGohfMHl4PFh3XGZ8WySUocacVnA-9j0eUEWgL9Is9v74OFCjH3-XSQ48zdLQ-DPQZwd.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,False,-209485236__457240338
457240254,-7,-209485236,-209485236,1678432229,2023-03-10 08:10:29,58.00721,56.256127,58.00763133477656,56.255145877976155,74.40287057801065,"https://sun9-78.userapi.com/s/v1/ig2/lx97lI7lYbQMMjLYBOvAQ9bqw4ZnL5nLSh1iKl4JbdZyQKV7XB7e5UIbwbId8sEBl4oMt9jgji1rcnDCcXkd6l2r.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,False,-209485236__457240254
457240252,-7,-209485236,-209485236,1678431984,2023-03-10 08:06:24,58.00721,56.256127,58.00763133477656,56.255145877976155,74.40287057801065,"https://sun9-65.userapi.com/s/v1/ig2/VHUSj9mcU6i7Y16KoylVlEeX_h1y1_52aA1jzbVMNa3KTiVsqQ7H45h7UjcfWq4KSyjNjyYGd-UibTT_JYjoB9of.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,False,-209485236__457240252
457240253,-7,-209485236,-209485236,1678431984,2023-03-10 08:06:24,58.00721,56.256127,58.00763133477656,56.255145877976155,74.40287057801065,"https://sun9-10.userapi.com/s/v1/ig2/QD7PHew3F4Avfgc0hxm7kf9Hp7Eoa8x5hgK3vKtnyrnexa5vcky16CGXx4ClZoSb539qIhO1xZmZX7ljldzB02Vq.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",,False,,or avner habad community center,True,False,-209485236__457240253
457239379,-7,-209485236,-209485236,1662098132,2022-09-02 07:55:32,58.00721,56.256127,58.00763133477656,56.255145877976155,74.40287057801065,"https://sun9-38.userapi.com/s/v1/ig2/ccYx16Zy490ta53DG220ucuHUw6ksUgpcFzb_yOAU9WjREm2Y8RcOzoYELaGY72_o_E9nQUM7a1qe1aT_rpXv9dN.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",,False,,or avner habad community center,True,False,-209485236__457239379
457239380,-7,-209485236,-209485236,1662098132,2022-09-02 07:55:32,58.00721,56.256127,58.00763133477656,56.255145877976155,74.40287057801065,"https://sun9-26.userapi.com/s/v1/ig2/xVaQGfSJADGWteUHlXxiL3FPJYJ_LKY592wtxHDFhmPWkovBoi7y0UaslVhvYRwxbudm4ukrfl6bmZI2RqM28DG3.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",,False,,or avner habad community center,True,False,-209485236__457239380
457239378,-7,-209485236,-209485236,1662098132,2022-09-02 07:55:32,58.00721,56.256127,58.00763133477656,56.255145877976155,74.40287057801065,"https://sun9-76.userapi.com/s/v1/ig2/NVg12rw1CBGginEkiLa8TvTyUF4HVjb6Q5bg6SUN3Sz5stxCGK9wFIGLfK2M992GH4RBIWWMh3QsOdLDs8FOzlC7.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",,False,,or avner habad community center,True,False,-209485236__457239378
457239277,-7,-209485236,-209485236,1655437705,2022-06-17 05:48:25,58.007105,56.256088,58.00763133477656,56.255145877976155,80.65847945459433,"https://sun9-76.userapi.com/s/v1/if2/_Sqz_1d1rq3M8qROYvW_XP1wvRSLb6ZLF5i3wGdCHxnWh05bvpyODJxwB6vG9Zia6EIVbHgiJR2H5E1xPOpCkVnc.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",,False,,or avner habad community center,True,False,-209485236__457239277
457239262,-7,-209485236,-209485236,1654867406,2022-06-10 15:23:26,58.007203,56.256021,58.00763133477656,56.255145877976155,70.18858543268541,"https://sun9-6.userapi.com/s/v1/if2/bfiNB35pwMumJfuxHkmvGj4gTGI8ofn9PVYbZ6HjgIBNkqChjcOEyAltDMfx5-SPOMfM3nlQCGfgeKxut3wheR1z.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,1600x1200&from=bu&cs=1600x0",,False,,or avner habad community center,True,False,-209485236__457239262
457239264,-7,-209485236,-209485236,1654867406,2022-06-10 15:23:26,58.00721,56.256127,58.00763133477656,56.255145877976155,74.40287057801065,"https://sun9-21.userapi.com/s/v1/ig2/2Zpn4kOpILnlsIHzWELXPtpRGT6tKv4oyg2lEA2VaYtRNn1a8PF6pVxdEPdbLqUMqheV0pz_QAVvBFmIUJI1_hdy.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",,False,,or avner habad community center,True,False,-209485236__457239264
457239268,-7,-209485236,-209485236,1654867406,2022-06-10 15:23:26,58.007203,56.256021,58.00763133477656,56.255145877976155,70.18858543268541,"https://sun9-61.userapi.com/s/v1/ig2/Din1YpGyj3OLu4M7Mvh61hWD3sZG5pU8LkEhJ6ULJS0P30l5vaRH21hov_BdLjOZL-kgtaoNYFi1Ve9xnkW5HEYi.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1200x1600&from=bu&cs=1200x0",,False,,or avner habad community center,True,False,-209485236__457239268
457240956,-7,-108946670,-108946670,1650012544,2022-04-15 10:49:04,58.007105,56.256088,58.00763133477656,56.255145877976155,80.65847945459433,"https://sun9-69.userapi.com/s/v1/ig2/KMaTg_TLlutywl8K_oBVWZ1iYmtedON3xo4Cs13lDFhXVzkN9wlOEdcrAv2PxfVLmjTtCNzDjZin43McjGlkNL4r.jpg?quality=95&as=32x50,48x75,72x112,108x169,160x250,240x375,360x562,480x750,540x844,640x1000,720x1125,1024x1600&from=bu&cs=1024x0",,False,,or avner habad community center,True,False,-108946670__457240956
457240955,-7,-108946670,-108946670,1650011815,2022-04-15 10:36:55,58.007105,56.256088,58.00763133477656,56.255145877976155,80.65847945459433,"https://sun9-57.userapi.com/s/v1/ig2/hVY6pT-x38OPK0JkiAwCVrHIAiIWcddhrXlYc_N2UStrOeFVtoUt-lttBvhaldQy6yFy0ZrMrsYjORXqgrNMCOgr.jpg?quality=95&as=32x67,48x100,72x150,108x225,160x333,240x500,360x750,480x1000,540x1125,640x1333,720x1500,768x1600&from=bu&cs=768x0",,False,,or avner habad community center,True,False,-108946670__457240955
